modelo,familia,origen,objetivo,paso,real,pronostico,error
Ingenuo,referencia,2024-06-01 00:00:00,2024-07-01 00:00:00,1,2.945873684210265,-2.0986513232682413,-5.044525007478507
AR(1),Box-Jenkins,2024-06-01 00:00:00,2024-07-01 00:00:00,1,2.945873684210265,-1.0164648061907795,-3.9623384904010446
Random Forest,aprendizaje,2024-06-01 00:00:00,2024-07-01 00:00:00,1,2.945873684210265,2.930928993601693,-0.014944690608571953
LSTM(16) v12,red neuronal,2024-06-01 00:00:00,2024-07-01 00:00:00,1,2.945873684210265,1.0135921624186817,-1.9322815217915834
Comb. RF/AR(1) suave,combinacion,2024-06-01 00:00:00,2024-07-01 00:00:00,1,2.945873684210265,2.1353563648700185,-0.8105173193402466
Comb. RF/AR(1) dura,combinacion,2024-06-01 00:00:00,2024-07-01 00:00:00,1,2.945873684210265,-1.0164648061907795,-3.9623384904010446
Comb. RF/ingenuo suave,combinacion,2024-06-01 00:00:00,2024-07-01 00:00:00,1,2.945873684210265,1.917248414197715,-1.02862527001255
Comb. LSTM/AR(1) suave,combinacion,2024-06-01 00:00:00,2024-07-01 00:00:00,1,2.945873684210265,0.604446827317686,-2.3414268568925793
Comb. RF/AR(1) umbral min,combinacion,2024-06-01 00:00:00,2024-07-01 00:00:00,1,2.945873684210265,-1.0164648061907795,-3.9623384904010446
Ingenuo,referencia,2024-07-01 00:00:00,2024-08-01 00:00:00,1,1.2261275321314935,2.945873684210265,1.7197461520787716
AR(1),Box-Jenkins,2024-07-01 00:00:00,2024-08-01 00:00:00,1,1.2261275321314935,3.0630806377911384,1.8369531056596449
Random Forest,aprendizaje,2024-07-01 00:00:00,2024-08-01 00:00:00,1,1.2261275321314935,1.8791625421283025,0.653035009996809
LSTM(16) v12,red neuronal,2024-07-01 00:00:00,2024-08-01 00:00:00,1,1.2261275321314935,1.4254067999954962,0.19927926786400274
Comb. RF/AR(1) suave,combinacion,2024-07-01 00:00:00,2024-08-01 00:00:00,1,1.2261275321314935,2.135629429458766,0.9095018973272726
Comb. RF/AR(1) dura,combinacion,2024-07-01 00:00:00,2024-08-01 00:00:00,1,1.2261275321314935,3.0630806377911384,1.8369531056596449
Comb. RF/ingenuo suave,combinacion,2024-07-01 00:00:00,2024-08-01 00:00:00,1,1.2261275321314935,2.110239410783916,0.8841118786524227
Comb. LSTM/AR(1) suave,combinacion,2024-07-01 00:00:00,2024-08-01 00:00:00,1,1.2261275321314935,1.7801687663685455,0.554041234237052
Comb. RF/AR(1) umbral min,combinacion,2024-07-01 00:00:00,2024-08-01 00:00:00,1,1.2261275321314935,3.0630806377911384,1.8369531056596449
Ingenuo,referencia,2024-08-01 00:00:00,2024-09-01 00:00:00,1,0.5923234177251269,1.2261275321314935,0.6338041144063666
AR(1),Box-Jenkins,2024-08-01 00:00:00,2024-09-01 00:00:00,1,0.5923234177251269,1.6789351353750965,1.0866117176499697
Random Forest,aprendizaje,2024-08-01 00:00:00,2024-09-01 00:00:00,1,0.5923234177251269,1.5543366603774496,0.9620132426523227
LSTM(16) v12,red neuronal,2024-08-01 00:00:00,2024-09-01 00:00:00,1,0.5923234177251269,2.721326945760908,2.1290035280357813
Comb. RF/AR(1) suave,combinacion,2024-08-01 00:00:00,2024-09-01 00:00:00,1,0.5923234177251269,1.5838882556977338,0.991564837972607
Comb. RF/AR(1) dura,combinacion,2024-08-01 00:00:00,2024-09-01 00:00:00,1,0.5923234177251269,1.6789351353750965,1.0866117176499697
Comb. RF/ingenuo suave,combinacion,2024-08-01 00:00:00,2024-09-01 00:00:00,1,0.5923234177251269,1.4764937867906671,0.8841703690655403
Comb. LSTM/AR(1) suave,combinacion,2024-08-01 00:00:00,2024-09-01 00:00:00,1,0.5923234177251269,2.474098069594634,1.8817746518695073
Comb. RF/AR(1) umbral min,combinacion,2024-08-01 00:00:00,2024-09-01 00:00:00,1,0.5923234177251269,1.6789351353750965,1.0866117176499697
Ingenuo,referencia,2024-09-01 00:00:00,2024-10-01 00:00:00,1,3.598788069074188,0.5923234177251269,-3.006464651349061
AR(1),Box-Jenkins,2024-09-01 00:00:00,2024-10-01 00:00:00,1,3.598788069074188,1.1654477545576865,-2.4333403145165016
Random Forest,aprendizaje,2024-09-01 00:00:00,2024-10-01 00:00:00,1,3.598788069074188,2.3457902819520733,-1.2529977871221147
LSTM(16) v12,red neuronal,2024-09-01 00:00:00,2024-10-01 00:00:00,1,3.598788069074188,2.6957632034544075,-0.9030248656197806
Comb. RF/AR(1) suave,combinacion,2024-09-01 00:00:00,2024-10-01 00:00:00,1,3.598788069074188,2.052342634551332,-1.5464454345228562
Comb. RF/AR(1) dura,combinacion,2024-09-01 00:00:00,2024-10-01 00:00:00,1,3.598788069074188,1.1654477545576865,-2.4333403145165016
Comb. RF/ingenuo suave,combinacion,2024-09-01 00:00:00,2024-10-01 00:00:00,1,3.598788069074188,1.9098568862127645,-1.6889311828614235
Comb. LSTM/AR(1) suave,combinacion,2024-09-01 00:00:00,2024-10-01 00:00:00,1,3.598788069074188,2.3153079899571254,-1.2834800791170626
Comb. RF/AR(1) umbral min,combinacion,2024-09-01 00:00:00,2024-10-01 00:00:00,1,3.598788069074188,1.1654477545576865,-2.4333403145165016
Ingenuo,referencia,2024-10-01 00:00:00,2024-11-01 00:00:00,1,0.41177685722004753,3.598788069074188,3.1870112118541405
AR(1),Box-Jenkins,2024-10-01 00:00:00,2024-11-01 00:00:00,1,0.41177685722004753,3.582903693240861,3.1711268360208136
Random Forest,aprendizaje,2024-10-01 00:00:00,2024-11-01 00:00:00,1,0.41177685722004753,0.6427317354931321,0.23095487827308459
LSTM(16) v12,red neuronal,2024-10-01 00:00:00,2024-11-01 00:00:00,1,0.41177685722004753,2.750678060761656,2.3389012035416084
Comb. RF/AR(1) suave,combinacion,2024-10-01 00:00:00,2024-11-01 00:00:00,1,0.41177685722004753,0.9502897262102008,0.5385128689901533
Comb. RF/AR(1) dura,combinacion,2024-10-01 00:00:00,2024-11-01 00:00:00,1,0.41177685722004753,3.582903693240861,3.1711268360208136
Comb. RF/ingenuo suave,combinacion,2024-10-01 00:00:00,2024-11-01 00:00:00,1,0.41177685722004753,0.9519513183841617,0.5401744611641142
Comb. LSTM/AR(1) suave,combinacion,2024-10-01 00:00:00,2024-11-01 00:00:00,1,0.41177685722004753,2.8377333918874648,2.4259565346674172
Comb. RF/AR(1) umbral min,combinacion,2024-10-01 00:00:00,2024-11-01 00:00:00,1,0.41177685722004753,3.582903693240861,3.1711268360208136
Ingenuo,referencia,2024-11-01 00:00:00,2024-12-01 00:00:00,1,3.61132888612552,0.41177685722004753,-3.1995520289054724
AR(1),Box-Jenkins,2024-11-01 00:00:00,2024-12-01 00:00:00,1,3.61132888612552,1.022650074064066,-2.588678812061454
Random Forest,aprendizaje,2024-11-01 00:00:00,2024-12-01 00:00:00,1,3.61132888612552,1.665464930325344,-1.945863955800176
LSTM(16) v12,red neuronal,2024-11-01 00:00:00,2024-12-01 00:00:00,1,3.61132888612552,1.2339776066979757,-2.377351279427544
Comb. RF/AR(1) suave,combinacion,2024-11-01 00:00:00,2024-12-01 00:00:00,1,3.61132888612552,1.6145600487447263,-1.9967688373807937
Comb. RF/AR(1) dura,combinacion,2024-11-01 00:00:00,2024-12-01 00:00:00,1,3.61132888612552,1.022650074064066,-2.588678812061454
Comb. RF/ingenuo suave,combinacion,2024-11-01 00:00:00,2024-12-01 00:00:00,1,3.61132888612552,1.5661846441296585,-2.045144241995861
Comb. LSTM/AR(1) suave,combinacion,2024-11-01 00:00:00,2024-12-01 00:00:00,1,3.61132888612552,1.2172424567264561,-2.3940864293990636
Comb. RF/AR(1) umbral min,combinacion,2024-11-01 00:00:00,2024-12-01 00:00:00,1,3.61132888612552,1.022650074064066,-2.588678812061454
Ingenuo,referencia,2024-12-01 00:00:00,2025-01-01 00:00:00,1,2.025554222663928,3.61132888612552,1.5857746634615921
AR(1),Box-Jenkins,2024-12-01 00:00:00,2025-01-01 00:00:00,1,2.025554222663928,3.5901330407502643,1.5645788180863365
Random Forest,aprendizaje,2024-12-01 00:00:00,2025-01-01 00:00:00,1,2.025554222663928,2.3174300846739153,0.2918758620099875
LSTM(16) v12,red neuronal,2024-12-01 00:00:00,2025-01-01 00:00:00,1,2.025554222663928,1.9885679821740476,-0.036986240489880196
Comb. RF/AR(1) suave,combinacion,2024-12-01 00:00:00,2025-01-01 00:00:00,1,2.025554222663928,2.3174300846739153,0.2918758620099875
Comb. RF/AR(1) dura,combinacion,2024-12-01 00:00:00,2025-01-01 00:00:00,1,2.025554222663928,2.3174300846739153,0.2918758620099875
Comb. RF/ingenuo suave,combinacion,2024-12-01 00:00:00,2025-01-01 00:00:00,1,2.025554222663928,2.3174300846739153,0.2918758620099875
Comb. LSTM/AR(1) suave,combinacion,2024-12-01 00:00:00,2025-01-01 00:00:00,1,2.025554222663928,1.9885679821740476,-0.036986240489880196
Comb. RF/AR(1) umbral min,combinacion,2024-12-01 00:00:00,2025-01-01 00:00:00,1,2.025554222663928,3.5901330407502643,1.5645788180863365
Ingenuo,referencia,2025-01-01 00:00:00,2025-02-01 00:00:00,1,1.1816208207961143,2.025554222663928,0.8439334018678135
AR(1),Box-Jenkins,2025-01-01 00:00:00,2025-02-01 00:00:00,1,1.1816208207961143,2.3191261639222804,1.1375053431261661
Random Forest,aprendizaje,2025-01-01 00:00:00,2025-02-01 00:00:00,1,1.1816208207961143,1.9848026263727696,0.8031818055766553
LSTM(16) v12,red neuronal,2025-01-01 00:00:00,2025-02-01 00:00:00,1,1.1816208207961143,1.7798017854962231,0.5981809647001088
Comb. RF/AR(1) suave,combinacion,2025-01-01 00:00:00,2025-02-01 00:00:00,1,1.1816208207961143,1.9848026263727696,0.8031818055766553
Comb. RF/AR(1) dura,combinacion,2025-01-01 00:00:00,2025-02-01 00:00:00,1,1.1816208207961143,1.9848026263727696,0.8031818055766553
Comb. RF/ingenuo suave,combinacion,2025-01-01 00:00:00,2025-02-01 00:00:00,1,1.1816208207961143,1.9848026263727696,0.8031818055766553
Comb. LSTM/AR(1) suave,combinacion,2025-01-01 00:00:00,2025-02-01 00:00:00,1,1.1816208207961143,1.7798017854962231,0.5981809647001088
Comb. RF/AR(1) umbral min,combinacion,2025-01-01 00:00:00,2025-02-01 00:00:00,1,1.1816208207961143,2.3191261639222804,1.1375053431261661
Ingenuo,referencia,2025-02-01 00:00:00,2025-03-01 00:00:00,1,4.492629808647175,1.1816208207961143,-3.3110089878510607
AR(1),Box-Jenkins,2025-02-01 00:00:00,2025-03-01 00:00:00,1,4.492629808647175,1.640547579045551,-2.852082229601624
Random Forest,aprendizaje,2025-02-01 00:00:00,2025-03-01 00:00:00,1,4.492629808647175,3.388414023459447,-1.1042157851877281
LSTM(16) v12,red neuronal,2025-02-01 00:00:00,2025-03-01 00:00:00,1,4.492629808647175,1.5762028229337637,-2.9164269857134113
Comb. RF/AR(1) suave,combinacion,2025-02-01 00:00:00,2025-03-01 00:00:00,1,4.492629808647175,3.388414023459447,-1.1042157851877281
Comb. RF/AR(1) dura,combinacion,2025-02-01 00:00:00,2025-03-01 00:00:00,1,4.492629808647175,3.388414023459447,-1.1042157851877281
Comb. RF/ingenuo suave,combinacion,2025-02-01 00:00:00,2025-03-01 00:00:00,1,4.492629808647175,3.388414023459447,-1.1042157851877281
Comb. LSTM/AR(1) suave,combinacion,2025-02-01 00:00:00,2025-03-01 00:00:00,1,4.492629808647175,1.5762028229337637,-2.9164269857134113
Comb. RF/AR(1) umbral min,combinacion,2025-02-01 00:00:00,2025-03-01 00:00:00,1,4.492629808647175,1.640547579045551,-2.852082229601624
Ingenuo,referencia,2025-03-01 00:00:00,2025-04-01 00:00:00,1,-0.09167105984454471,4.492629808647175,4.58430086849172
AR(1),Box-Jenkins,2025-03-01 00:00:00,2025-04-01 00:00:00,1,-0.09167105984454471,4.292203142754642,4.383874202599186
Random Forest,aprendizaje,2025-03-01 00:00:00,2025-04-01 00:00:00,1,-0.09167105984454471,1.818269831762056,1.9099408916066007
LSTM(16) v12,red neuronal,2025-03-01 00:00:00,2025-04-01 00:00:00,1,-0.09167105984454471,2.390634521015374,2.4823055808599186
Comb. RF/AR(1) suave,combinacion,2025-03-01 00:00:00,2025-04-01 00:00:00,1,-0.09167105984454471,1.818269831762056,1.9099408916066007
Comb. RF/AR(1) dura,combinacion,2025-03-01 00:00:00,2025-04-01 00:00:00,1,-0.09167105984454471,1.818269831762056,1.9099408916066007
Comb. RF/ingenuo suave,combinacion,2025-03-01 00:00:00,2025-04-01 00:00:00,1,-0.09167105984454471,1.818269831762056,1.9099408916066007
Comb. LSTM/AR(1) suave,combinacion,2025-03-01 00:00:00,2025-04-01 00:00:00,1,-0.09167105984454471,2.390634521015374,2.4823055808599186
Comb. RF/AR(1) umbral min,combinacion,2025-03-01 00:00:00,2025-04-01 00:00:00,1,-0.09167105984454471,4.292203142754642,4.383874202599186
Ingenuo,referencia,2025-04-01 00:00:00,2025-05-01 00:00:00,1,2.1527050085237143,-0.09167105984454471,-2.244376068368259
AR(1),Box-Jenkins,2025-04-01 00:00:00,2025-05-01 00:00:00,1,2.1527050085237143,0.6269127513551151,-1.5257922571685991
Random Forest,aprendizaje,2025-04-01 00:00:00,2025-05-01 00:00:00,1,2.1527050085237143,1.963689632835461,-0.18901537568825333
LSTM(16) v12,red neuronal,2025-04-01 00:00:00,2025-05-01 00:00:00,1,2.1527050085237143,1.8229539262918224,-0.32975108223189187
Comb. RF/AR(1) suave,combinacion,2025-04-01 00:00:00,2025-05-01 00:00:00,1,2.1527050085237143,1.963689632835461,-0.18901537568825333
Comb. RF/AR(1) dura,combinacion,2025-04-01 00:00:00,2025-05-01 00:00:00,1,2.1527050085237143,1.963689632835461,-0.18901537568825333
Comb. RF/ingenuo suave,combinacion,2025-04-01 00:00:00,2025-05-01 00:00:00,1,2.1527050085237143,1.963689632835461,-0.18901537568825333
Comb. LSTM/AR(1) suave,combinacion,2025-04-01 00:00:00,2025-05-01 00:00:00,1,2.1527050085237143,1.8229539262918224,-0.32975108223189187
Comb. RF/AR(1) umbral min,combinacion,2025-04-01 00:00:00,2025-05-01 00:00:00,1,2.1527050085237143,0.6269127513551151,-1.5257922571685991
Ingenuo,referencia,2025-05-01 00:00:00,2025-06-01 00:00:00,1,3.434797938137324,2.1527050085237143,-1.2820929296136097
AR(1),Box-Jenkins,2025-05-01 00:00:00,2025-06-01 00:00:00,1,3.434797938137324,2.419765786938653,-1.015032151198671
Random Forest,aprendizaje,2025-05-01 00:00:00,2025-06-01 00:00:00,1,3.434797938137324,3.0754157573020664,-0.3593821808352575
LSTM(16) v12,red neuronal,2025-05-01 00:00:00,2025-06-01 00:00:00,1,3.434797938137324,1.8281467451016582,-1.6066511930356657
Comb. RF/AR(1) suave,combinacion,2025-05-01 00:00:00,2025-06-01 00:00:00,1,3.434797938137324,3.0754157573020664,-0.3593821808352575
Comb. RF/AR(1) dura,combinacion,2025-05-01 00:00:00,2025-06-01 00:00:00,1,3.434797938137324,3.0754157573020664,-0.3593821808352575
Comb. RF/ingenuo suave,combinacion,2025-05-01 00:00:00,2025-06-01 00:00:00,1,3.434797938137324,3.0754157573020664,-0.3593821808352575
Comb. LSTM/AR(1) suave,combinacion,2025-05-01 00:00:00,2025-06-01 00:00:00,1,3.434797938137324,1.8281467451016582,-1.6066511930356657
Comb. RF/AR(1) umbral min,combinacion,2025-05-01 00:00:00,2025-06-01 00:00:00,1,3.434797938137324,2.419765786938653,-1.015032151198671
Ingenuo,referencia,2025-06-01 00:00:00,2025-07-01 00:00:00,1,4.809843187438023,3.434797938137324,-1.3750452493006993
AR(1),Box-Jenkins,2025-06-01 00:00:00,2025-07-01 00:00:00,1,4.809843187438023,3.4421469519432044,-1.3676962354948188
Random Forest,aprendizaje,2025-06-01 00:00:00,2025-07-01 00:00:00,1,4.809843187438023,1.372344240623087,-3.4374989468149364
LSTM(16) v12,red neuronal,2025-06-01 00:00:00,2025-07-01 00:00:00,1,4.809843187438023,2.123072297492513,-2.6867708899455103
Comb. RF/AR(1) suave,combinacion,2025-06-01 00:00:00,2025-07-01 00:00:00,1,4.809843187438023,1.372344240623087,-3.4374989468149364
Comb. RF/AR(1) dura,combinacion,2025-06-01 00:00:00,2025-07-01 00:00:00,1,4.809843187438023,1.372344240623087,-3.4374989468149364
Comb. RF/ingenuo suave,combinacion,2025-06-01 00:00:00,2025-07-01 00:00:00,1,4.809843187438023,1.372344240623087,-3.4374989468149364
Comb. LSTM/AR(1) suave,combinacion,2025-06-01 00:00:00,2025-07-01 00:00:00,1,4.809843187438023,2.123072297492513,-2.6867708899455103
Comb. RF/AR(1) umbral min,combinacion,2025-06-01 00:00:00,2025-07-01 00:00:00,1,4.809843187438023,3.4421469519432044,-1.3676962354948188
Ingenuo,referencia,2025-07-01 00:00:00,2025-08-01 00:00:00,1,2.9070466187174127,4.809843187438023,1.9027965687206105
AR(1),Box-Jenkins,2025-07-01 00:00:00,2025-08-01 00:00:00,1,2.9070466187174127,4.539390202692838,1.632343583975425
Random Forest,aprendizaje,2025-07-01 00:00:00,2025-08-01 00:00:00,1,2.9070466187174127,3.7906895170692576,0.883642898351845
LSTM(16) v12,red neuronal,2025-07-01 00:00:00,2025-08-01 00:00:00,1,2.9070466187174127,2.9440276676854404,0.036981048968027785
Comb. RF/AR(1) suave,combinacion,2025-07-01 00:00:00,2025-08-01 00:00:00,1,2.9070466187174127,3.7906895170692576,0.883642898351845
Comb. RF/AR(1) dura,combinacion,2025-07-01 00:00:00,2025-08-01 00:00:00,1,2.9070466187174127,3.7906895170692576,0.883642898351845
Comb. RF/ingenuo suave,combinacion,2025-07-01 00:00:00,2025-08-01 00:00:00,1,2.9070466187174127,3.7906895170692576,0.883642898351845
Comb. LSTM/AR(1) suave,combinacion,2025-07-01 00:00:00,2025-08-01 00:00:00,1,2.9070466187174127,2.9440276676854404,0.036981048968027785
Comb. RF/AR(1) umbral min,combinacion,2025-07-01 00:00:00,2025-08-01 00:00:00,1,2.9070466187174127,4.539390202692838,1.632343583975425
Ingenuo,referencia,2025-08-01 00:00:00,2025-09-01 00:00:00,1,3.946999699259268,2.9070466187174127,-1.0399530805418555
AR(1),Box-Jenkins,2025-08-01 00:00:00,2025-09-01 00:00:00,1,3.946999699259268,3.0224297906693844,-0.9245699085898837
Random Forest,aprendizaje,2025-08-01 00:00:00,2025-09-01 00:00:00,1,3.946999699259268,3.050396886067867,-0.896602813191401
LSTM(16) v12,red neuronal,2025-08-01 00:00:00,2025-09-01 00:00:00,1,3.946999699259268,2.935693662106006,-1.011306037153262
Comb. RF/AR(1) suave,combinacion,2025-08-01 00:00:00,2025-09-01 00:00:00,1,3.946999699259268,3.050396886067867,-0.896602813191401
Comb. RF/AR(1) dura,combinacion,2025-08-01 00:00:00,2025-09-01 00:00:00,1,3.946999699259268,3.050396886067867,-0.896602813191401
Comb. RF/ingenuo suave,combinacion,2025-08-01 00:00:00,2025-09-01 00:00:00,1,3.946999699259268,3.050396886067867,-0.896602813191401
Comb. LSTM/AR(1) suave,combinacion,2025-08-01 00:00:00,2025-09-01 00:00:00,1,3.946999699259268,2.935693662106006,-1.011306037153262
Comb. RF/AR(1) umbral min,combinacion,2025-08-01 00:00:00,2025-09-01 00:00:00,1,3.946999699259268,3.0224297906693844,-0.9245699085898837
Ingenuo,referencia,2025-09-01 00:00:00,2025-10-01 00:00:00,1,3.07646433434019,3.946999699259268,0.8705353649190783
AR(1),Box-Jenkins,2025-09-01 00:00:00,2025-10-01 00:00:00,1,3.07646433434019,3.8512453229779613,0.7747809886377715
Random Forest,aprendizaje,2025-09-01 00:00:00,2025-10-01 00:00:00,1,3.07646433434019,3.091750893191594,0.015286558851403953
LSTM(16) v12,red neuronal,2025-09-01 00:00:00,2025-10-01 00:00:00,1,3.07646433434019,3.357684541983016,0.2812202076428263
Comb. RF/AR(1) suave,combinacion,2025-09-01 00:00:00,2025-10-01 00:00:00,1,3.07646433434019,3.091750893191594,0.015286558851403953
Comb. RF/AR(1) dura,combinacion,2025-09-01 00:00:00,2025-10-01 00:00:00,1,3.07646433434019,3.091750893191594,0.015286558851403953
Comb. RF/ingenuo suave,combinacion,2025-09-01 00:00:00,2025-10-01 00:00:00,1,3.07646433434019,3.091750893191594,0.015286558851403953
Comb. LSTM/AR(1) suave,combinacion,2025-09-01 00:00:00,2025-10-01 00:00:00,1,3.07646433434019,3.357684541983016,0.2812202076428263
Comb. RF/AR(1) umbral min,combinacion,2025-09-01 00:00:00,2025-10-01 00:00:00,1,3.07646433434019,3.8512453229779613,0.7747809886377715
Ingenuo,referencia,2025-10-01 00:00:00,2025-11-01 00:00:00,1,2.4340002792755833,3.07646433434019,0.6424640550646066
AR(1),Box-Jenkins,2025-10-01 00:00:00,2025-11-01 00:00:00,1,2.4340002792755833,3.157548952503719,0.7235486732281355
Random Forest,aprendizaje,2025-10-01 00:00:00,2025-11-01 00:00:00,1,2.4340002792755833,2.620410562178475,0.18641028290289174
LSTM(16) v12,red neuronal,2025-10-01 00:00:00,2025-11-01 00:00:00,1,2.4340002792755833,3.2851796459880993,0.851179366712516
Comb. RF/AR(1) suave,combinacion,2025-10-01 00:00:00,2025-11-01 00:00:00,1,2.4340002792755833,2.620410562178475,0.18641028290289174
Comb. RF/AR(1) dura,combinacion,2025-10-01 00:00:00,2025-11-01 00:00:00,1,2.4340002792755833,2.620410562178475,0.18641028290289174
Comb. RF/ingenuo suave,combinacion,2025-10-01 00:00:00,2025-11-01 00:00:00,1,2.4340002792755833,2.620410562178475,0.18641028290289174
Comb. LSTM/AR(1) suave,combinacion,2025-10-01 00:00:00,2025-11-01 00:00:00,1,2.4340002792755833,3.2851796459880993,0.851179366712516
Comb. RF/AR(1) umbral min,combinacion,2025-10-01 00:00:00,2025-11-01 00:00:00,1,2.4340002792755833,3.157548952503719,0.7235486732281355
Ingenuo,referencia,2025-11-01 00:00:00,2025-12-01 00:00:00,1,0.7595052332500574,2.4340002792755833,1.674495046025526
AR(1),Box-Jenkins,2025-11-01 00:00:00,2025-12-01 00:00:00,1,0.7595052332500574,2.644924549823137,1.8854193165730795
Random Forest,aprendizaje,2025-11-01 00:00:00,2025-12-01 00:00:00,1,0.7595052332500574,3.9390980908930384,3.179592857642981
LSTM(16) v12,red neuronal,2025-11-01 00:00:00,2025-12-01 00:00:00,1,0.7595052332500574,2.9021080888649613,2.142602855614904
Comb. RF/AR(1) suave,combinacion,2025-11-01 00:00:00,2025-12-01 00:00:00,1,0.7595052332500574,3.9390980908930384,3.179592857642981
Comb. RF/AR(1) dura,combinacion,2025-11-01 00:00:00,2025-12-01 00:00:00,1,0.7595052332500574,3.9390980908930384,3.179592857642981
Comb. RF/ingenuo suave,combinacion,2025-11-01 00:00:00,2025-12-01 00:00:00,1,0.7595052332500574,3.9390980908930384,3.179592857642981
Comb. LSTM/AR(1) suave,combinacion,2025-11-01 00:00:00,2025-12-01 00:00:00,1,0.7595052332500574,2.9021080888649613,2.142602855614904
Comb. RF/AR(1) umbral min,combinacion,2025-11-01 00:00:00,2025-12-01 00:00:00,1,0.7595052332500574,2.644924549823137,1.8854193165730795
Ingenuo,referencia,2025-12-01 00:00:00,2026-01-01 00:00:00,1,0.9643027524466774,0.7595052332500574,-0.20479751919662004
AR(1),Box-Jenkins,2025-12-01 00:00:00,2026-01-01 00:00:00,1,0.9643027524466774,1.3077885070594868,0.3434857546128094
Random Forest,aprendizaje,2025-12-01 00:00:00,2026-01-01 00:00:00,1,0.9643027524466774,2.248619586814614,1.2843168343679365
LSTM(16) v12,red neuronal,2025-12-01 00:00:00,2026-01-01 00:00:00,1,0.9643027524466774,2.4310810225177035,1.4667782700710261
Comb. RF/AR(1) suave,combinacion,2025-12-01 00:00:00,2026-01-01 00:00:00,1,0.9643027524466774,2.248619586814614,1.2843168343679365
Comb. RF/AR(1) dura,combinacion,2025-12-01 00:00:00,2026-01-01 00:00:00,1,0.9643027524466774,2.248619586814614,1.2843168343679365
Comb. RF/ingenuo suave,combinacion,2025-12-01 00:00:00,2026-01-01 00:00:00,1,0.9643027524466774,2.248619586814614,1.2843168343679365
Comb. LSTM/AR(1) suave,combinacion,2025-12-01 00:00:00,2026-01-01 00:00:00,1,0.9643027524466774,2.4310810225177035,1.4667782700710261
Comb. RF/AR(1) umbral min,combinacion,2025-12-01 00:00:00,2026-01-01 00:00:00,1,0.9643027524466774,1.3077885070594868,0.3434857546128094
Ingenuo,referencia,2026-01-01 00:00:00,2026-02-01 00:00:00,1,1.308161702592514,0.9643027524466774,-0.3438589501458367
AR(1),Box-Jenkins,2026-01-01 00:00:00,2026-02-01 00:00:00,1,1.308161702592514,1.4683761245065718,0.16021442191405777
Random Forest,aprendizaje,2026-01-01 00:00:00,2026-02-01 00:00:00,1,1.308161702592514,2.4899290954626094,1.1817673928700954
LSTM(16) v12,red neuronal,2026-01-01 00:00:00,2026-02-01 00:00:00,1,1.308161702592514,2.6989722218602488,1.3908105192677347
Comb. RF/AR(1) suave,combinacion,2026-01-01 00:00:00,2026-02-01 00:00:00,1,1.308161702592514,2.4899290954626094,1.1817673928700954
Comb. RF/AR(1) dura,combinacion,2026-01-01 00:00:00,2026-02-01 00:00:00,1,1.308161702592514,2.4899290954626094,1.1817673928700954
Comb. RF/ingenuo suave,combinacion,2026-01-01 00:00:00,2026-02-01 00:00:00,1,1.308161702592514,2.4899290954626094,1.1817673928700954
Comb. LSTM/AR(1) suave,combinacion,2026-01-01 00:00:00,2026-02-01 00:00:00,1,1.308161702592514,2.6989722218602488,1.3908105192677347
Comb. RF/AR(1) umbral min,combinacion,2026-01-01 00:00:00,2026-02-01 00:00:00,1,1.308161702592514,1.4683761245065718,0.16021442191405777
Ingenuo,referencia,2026-02-01 00:00:00,2026-03-01 00:00:00,1,3.9388731435072266,1.308161702592514,-2.6307114409147125
AR(1),Box-Jenkins,2026-02-01 00:00:00,2026-03-01 00:00:00,1,3.9388731435072266,1.7404665836327742,-2.1984065598744524
Random Forest,aprendizaje,2026-02-01 00:00:00,2026-03-01 00:00:00,1,3.9388731435072266,1.2706084360911585,-2.668264707416068
LSTM(16) v12,red neuronal,2026-02-01 00:00:00,2026-03-01 00:00:00,1,3.9388731435072266,1.906382830590636,-2.0324903129165905
Comb. RF/AR(1) suave,combinacion,2026-02-01 00:00:00,2026-03-01 00:00:00,1,3.9388731435072266,1.2706084360911585,-2.668264707416068
Comb. RF/AR(1) dura,combinacion,2026-02-01 00:00:00,2026-03-01 00:00:00,1,3.9388731435072266,1.2706084360911585,-2.668264707416068
Comb. RF/ingenuo suave,combinacion,2026-02-01 00:00:00,2026-03-01 00:00:00,1,3.9388731435072266,1.2706084360911585,-2.668264707416068
Comb. LSTM/AR(1) suave,combinacion,2026-02-01 00:00:00,2026-03-01 00:00:00,1,3.9388731435072266,1.906382830590636,-2.0324903129165905
Comb. RF/AR(1) umbral min,combinacion,2026-02-01 00:00:00,2026-03-01 00:00:00,1,3.9388731435072266,1.7404665836327742,-2.1984065598744524
Ingenuo,referencia,2026-03-01 00:00:00,2026-04-01 00:00:00,1,3.1738694643026033,3.9388731435072266,0.7650036792046233
AR(1),Box-Jenkins,2026-03-01 00:00:00,2026-04-01 00:00:00,1,3.1738694643026033,3.8374234804579426,0.6635540161553393
Random Forest,aprendizaje,2026-03-01 00:00:00,2026-04-01 00:00:00,1,3.1738694643026033,3.2377367668130534,0.06386730251045014
LSTM(16) v12,red neuronal,2026-03-01 00:00:00,2026-04-01 00:00:00,1,3.1738694643026033,2.715335706746976,-0.4585337575556272
Comb. RF/AR(1) suave,combinacion,2026-03-01 00:00:00,2026-04-01 00:00:00,1,3.1738694643026033,3.2377367668130534,0.06386730251045014
