modelo,familia,origen,paso,real,pronostico,error,iso3
Ingenuo,referencia,1999,1,-0.78899893905691,-3.38545704063269,-2.59645810157578,ARG
Deriva,referencia,1999,1,-0.78899893905691,-3.319155668744463,-2.5301567296875533,ARG
AR(1),Box-Jenkins,1999,1,-0.78899893905691,3.6173604777690884,4.406359416825999,ARG
"ARMA(2,2)",Box-Jenkins,1999,1,-0.78899893905691,-0.450035984750607,0.33896295430630297,ARG
"ARIMA(1,1,1)",Box-Jenkins,1999,1,-0.78899893905691,3.679819292723259,4.468818231780169,ARG
Ridge sobre rezagos,regularizado,1999,1,-0.78899893905691,-1.236502508586807,-0.4475035695298971,ARG
Random Forest,aprendizaje,1999,1,-0.78899893905691,1.419910215643297,2.208909154700207,ARG
LSTM(16),red neuronal,1999,1,-0.78899893905691,,,ARG
Comb. RF/AR(1) suave,combinacion,1999,1,-0.78899893905691,0.9802874257361387,1.7692863647930488,ARG
Comb. RF/AR(1) dura,combinacion,1999,1,-0.78899893905691,0.9802874257361387,1.7692863647930488,ARG
Comb. RF/ingenuo suave,combinacion,1999,1,-0.78899893905691,0.9802874257361387,1.7692863647930488,ARG
Comb. LSTM/AR(1) suave,combinacion,1999,1,-0.78899893905691,,,ARG
Comb. 50/50 RF-AR(1),combinacion,1999,1,-0.78899893905691,3.2410173502757154,4.030016289332625,ARG
Ingenuo,referencia,2000,1,-4.40883968258557,-0.78899893905691,3.61984074352866,ARG
Deriva,referencia,2000,1,-4.40883968258557,-0.6383590095124316,3.770480673073138,ARG
AR(1),Box-Jenkins,2000,1,-4.40883968258557,3.272952353559998,7.681792036145568,ARG
"ARMA(2,2)",Box-Jenkins,2000,1,-4.40883968258557,2.246294285397886,6.655133967983456,ARG
"ARIMA(1,1,1)",Box-Jenkins,2000,1,-4.40883968258557,3.145084578729304,7.553924261314874,ARG
Ridge sobre rezagos,regularizado,2000,1,-4.40883968258557,-0.010270619754320531,4.39856906283125,ARG
Random Forest,aprendizaje,2000,1,-4.40883968258557,0.2605680832241645,4.669407765809734,ARG
LSTM(16),red neuronal,2000,1,-4.40883968258557,,,ARG
Comb. RF/AR(1) suave,combinacion,2000,1,-4.40883968258557,1.8678797993740626,6.276719481959632,ARG
Comb. RF/AR(1) dura,combinacion,2000,1,-4.40883968258557,1.8678797993740626,6.276719481959632,ARG
Comb. RF/ingenuo suave,combinacion,2000,1,-4.40883968258557,1.8678797993740626,6.276719481959632,ARG
Comb. LSTM/AR(1) suave,combinacion,2000,1,-4.40883968258557,,,ARG
Comb. 50/50 RF-AR(1),combinacion,2000,1,-4.40883968258557,2.947639947126798,7.356479629712368,ARG
Ingenuo,referencia,2001,1,-10.8944848285903,-4.40883968258557,6.485645146004731,ARG
Deriva,referencia,2001,1,-10.8944848285903,-4.379828161849902,6.5146566667403984,ARG
AR(1),Box-Jenkins,2001,1,-10.8944848285903,2.668570642601769,13.563055471192069,ARG
"ARMA(2,2)",Box-Jenkins,2001,1,-10.8944848285903,2.252001097070372,13.146485925660674,ARG
"ARIMA(1,1,1)",Box-Jenkins,2001,1,-10.8944848285903,1.8405957929096335,12.735080621499934,ARG
Ridge sobre rezagos,regularizado,2001,1,-10.8944848285903,5.012789180689575,15.907274009279876,ARG
Random Forest,aprendizaje,2001,1,-10.8944848285903,5.184321051794336,16.078805880384635,ARG
LSTM(16),red neuronal,2001,1,-10.8944848285903,2.128405092512181,13.022889921102482,ARG
Comb. RF/AR(1) suave,combinacion,2001,1,-10.8944848285903,2.6735701940330467,13.568055022623348,ARG
Comb. RF/AR(1) dura,combinacion,2001,1,-10.8944848285903,2.6735701940330467,13.568055022623348,ARG
Comb. RF/ingenuo suave,combinacion,2001,1,-10.8944848285903,2.6735701940330467,13.568055022623348,ARG
Comb. LSTM/AR(1) suave,combinacion,2001,1,-10.8944848285903,,,ARG
Comb. 50/50 RF-AR(1),combinacion,2001,1,-10.8944848285903,2.6710162262750643,13.565501054865365,ARG
Ingenuo,referencia,2002,1,8.83704079576924,-10.8944848285903,-19.73152562435954,ARG
Deriva,referencia,2002,1,8.83704079576924,-11.069056328690271,-19.906097124459514,ARG
AR(1),Box-Jenkins,2002,1,8.83704079576924,0.2531991011996053,-8.583841694569635,ARG
"ARMA(2,2)",Box-Jenkins,2002,1,8.83704079576924,0.686914424075304,-8.150126371693936,ARG
"ARIMA(1,1,1)",Box-Jenkins,2002,1,8.83704079576924,-2.9068518343529828,-11.743892630122224,ARG
Ridge sobre rezagos,regularizado,2002,1,8.83704079576924,3.277112666229021,-5.55992812954022,ARG
Random Forest,aprendizaje,2002,1,8.83704079576924,5.100660562694349,-3.7363802330748914,ARG
LSTM(16),red neuronal,2002,1,8.83704079576924,1.5531826409519718,-7.283858154817269,ARG
Comb. RF/AR(1) suave,combinacion,2002,1,8.83704079576924,3.058040822413001,-5.77899997335624,ARG
Comb. RF/AR(1) dura,combinacion,2002,1,8.83704079576924,3.058040822413001,-5.77899997335624,ARG
Comb. RF/ingenuo suave,combinacion,2002,1,8.83704079576924,3.058040822413001,-5.77899997335624,ARG
Comb. LSTM/AR(1) suave,combinacion,2002,1,8.83704079576924,,,ARG
Comb. 50/50 RF-AR(1),combinacion,2002,1,8.83704079576924,1.9066860416285305,-6.93035475414071,ARG
Ingenuo,referencia,2003,1,9.02957330068152,8.83704079576924,-0.19253250491227902,ARG
Deriva,referencia,2003,1,9.02957330068152,9.265684360046832,0.23611105936531196,ARG
AR(1),Box-Jenkins,2003,1,9.02957330068152,3.258850073777916,-5.770723226903604,ARG
"ARMA(2,2)",Box-Jenkins,2003,1,9.02957330068152,3.9493136447610384,-5.080259655920481,ARG
"ARIMA(1,1,1)",Box-Jenkins,2003,1,9.02957330068152,1.7749678202603816,-7.254605480421138,ARG
Ridge sobre rezagos,regularizado,2003,1,9.02957330068152,3.005756656392448,-6.023816644289072,ARG
Random Forest,aprendizaje,2003,1,9.02957330068152,3.302950637621157,-5.726622663060363,ARG
LSTM(16),red neuronal,2003,1,9.02957330068152,1.7967277126092418,-7.232845588072278,ARG
Comb. RF/AR(1) suave,combinacion,2003,1,9.02957330068152,3.8668992862420155,-5.162674014439505,ARG
Comb. RF/AR(1) dura,combinacion,2003,1,9.02957330068152,3.258850073777916,-5.770723226903604,ARG
Comb. RF/ingenuo suave,combinacion,2003,1,9.02957330068152,5.122576627069407,-3.906996673612113,ARG
Comb. LSTM/AR(1) suave,combinacion,2003,1,9.02957330068152,,,ARG
Comb. 50/50 RF-AR(1),combinacion,2003,1,9.02957330068152,3.258850073777916,-5.770723226903604,ARG
Ingenuo,referencia,2004,1,8.85165992013437,9.02957330068152,0.17791338054714956,ARG
Deriva,referencia,2004,1,8.85165992013437,9.4512724220366,0.5996125019022305,ARG
AR(1),Box-Jenkins,2004,1,8.85165992013437,3.658523524725289,-5.193136395409081,ARG
"ARMA(2,2)",Box-Jenkins,2004,1,8.85165992013437,4.278299943905395,-4.573359976228975,ARG
"ARIMA(1,1,1)",Box-Jenkins,2004,1,8.85165992013437,3.66364157032859,-5.18801834980578,ARG
Ridge sobre rezagos,regularizado,2004,1,8.85165992013437,3.7665676398887857,-5.0850922802455845,ARG
Random Forest,aprendizaje,2004,1,8.85165992013437,4.464149061244703,-4.387510858889668,ARG
LSTM(16),red neuronal,2004,1,8.85165992013437,7.038953339482327,-1.8127065806520433,ARG
Comb. RF/AR(1) suave,combinacion,2004,1,8.85165992013437,3.659599844244922,-5.192060075889448,ARG
Comb. RF/AR(1) dura,combinacion,2004,1,8.85165992013437,3.658523524725289,-5.193136395409081,ARG
Comb. RF/ingenuo suave,combinacion,2004,1,8.85165992013437,5.091632084506961,-3.760027835627409,ARG
Comb. LSTM/AR(1) suave,combinacion,2004,1,8.85165992013437,,,ARG
Comb. 50/50 RF-AR(1),combinacion,2004,1,8.85165992013437,3.658523524725289,-5.193136395409081,ARG
Ingenuo,referencia,2005,1,8.04715150043027,8.85165992013437,0.804508419704101,ARG
Deriva,referencia,2005,1,8.04715150043027,9.256227255720816,1.209075755290547,ARG
AR(1),Box-Jenkins,2005,1,8.04715150043027,3.968025493683153,-4.079126006747116,ARG
"ARMA(2,2)",Box-Jenkins,2005,1,8.04715150043027,3.989161295577704,-4.057990204852565,ARG
"ARIMA(1,1,1)",Box-Jenkins,2005,1,8.04715150043027,4.040435327327199,-4.0067161731030705,ARG
Ridge sobre rezagos,regularizado,2005,1,8.04715150043027,6.67998036028658,-1.3671711401436895,ARG
Random Forest,aprendizaje,2005,1,8.04715150043027,2.3138972732457455,-5.733254227184524,ARG
LSTM(16),red neuronal,2005,1,8.04715150043027,6.697983385040841,-1.3491681153894284,ARG
Comb. RF/AR(1) suave,combinacion,2005,1,8.04715150043027,1.8540544775353212,-6.193097022894948,ARG
Comb. RF/AR(1) dura,combinacion,2005,1,8.04715150043027,3.968025493683153,-4.079126006747116,ARG
Comb. RF/ingenuo suave,combinacion,2005,1,8.04715150043027,3.2809877985698925,-4.766163701860377,ARG
Comb. LSTM/AR(1) suave,combinacion,2005,1,8.04715150043027,4.882380452763725,-3.1647710476665445,ARG
Comb. 50/50 RF-AR(1),combinacion,2005,1,8.04715150043027,3.968025493683153,-4.079126006747116,ARG
Ingenuo,referencia,2006,1,9.00765087504757,8.04715150043027,-0.9604993746173012,ARG
Deriva,referencia,2006,1,9.00765087504757,8.418133398369756,-0.5895174766778144,ARG
AR(1),Box-Jenkins,2006,1,9.00765087504757,4.086947962695305,-4.920702912352265,ARG
"ARMA(2,2)",Box-Jenkins,2006,1,9.00765087504757,2.8374716916240343,-6.170179183423536,ARG
"ARIMA(1,1,1)",Box-Jenkins,2006,1,9.00765087504757,4.15828819661462,-4.84936267843295,ARG
Ridge sobre rezagos,regularizado,2006,1,9.00765087504757,3.486033415374469,-5.521617459673101,ARG
Random Forest,aprendizaje,2006,1,9.00765087504757,3.0940842227087626,-5.913566652338808,ARG
LSTM(16),red neuronal,2006,1,9.00765087504757,8.551825095005753,-0.45582578004181684,ARG
Comb. RF/AR(1) suave,combinacion,2006,1,9.00765087504757,3.2781340335808986,-5.729516841466672,ARG
Comb. RF/AR(1) dura,combinacion,2006,1,9.00765087504757,4.086947962695305,-4.920702912352265,ARG
Comb. RF/ingenuo suave,combinacion,2006,1,9.00765087504757,4.5505958486703335,-4.457055026377237,ARG
Comb. LSTM/AR(1) suave,combinacion,2006,1,9.00765087504757,4.015184125128622,-4.992466749918949,ARG
Comb. 50/50 RF-AR(1),combinacion,2006,1,9.00765087504757,4.086947962695305,-4.920702912352265,ARG
Ingenuo,referencia,2007,1,4.05723310346406,9.00765087504757,4.950417771583511,ARG
Deriva,referencia,2007,1,4.05723310346406,9.394565677762133,5.337332574298073,ARG
AR(1),Box-Jenkins,2007,1,4.05723310346406,4.486042137905713,0.4288090344416533,ARG
"ARMA(2,2)",Box-Jenkins,2007,1,4.05723310346406,4.2255427197561195,0.16830961629205987,ARG
"ARIMA(1,1,1)",Box-Jenkins,2007,1,4.05723310346406,4.581028297023111,0.5237951935590512,ARG
Ridge sobre rezagos,regularizado,2007,1,4.05723310346406,1.8941392031020758,-2.163093900361984,ARG
Random Forest,aprendizaje,2007,1,4.05723310346406,5.212325510527785,1.1550924070637256,ARG
LSTM(16),red neuronal,2007,1,4.05723310346406,5.968862981326872,1.9116298778628122,ARG
Comb. RF/AR(1) suave,combinacion,2007,1,4.05723310346406,5.312535782300281,1.2553026788362214,ARG
Comb. RF/AR(1) dura,combinacion,2007,1,4.05723310346406,4.486042137905713,0.4288090344416533,ARG
Comb. RF/ingenuo suave,combinacion,2007,1,4.05723310346406,6.757260624607868,2.7000275211438085,ARG
Comb. LSTM/AR(1) suave,combinacion,2007,1,4.05723310346406,4.029908736367237,-0.0273243670968224,ARG
Comb. 50/50 RF-AR(1),combinacion,2007,1,4.05723310346406,4.486042137905713,0.4288090344416533,ARG
Ingenuo,referencia,2008,1,-5.91852507634947,4.05723310346406,9.975758179813528,ARG
Deriva,referencia,2008,1,-5.91852507634947,4.303691785802357,10.222216862151827,ARG
AR(1),Box-Jenkins,2008,1,-5.91852507634947,3.63666553633158,9.555190612681049,ARG
"ARMA(2,2)",Box-Jenkins,2008,1,-5.91852507634947,3.8391706896929576,9.757695766042428,ARG
"ARIMA(1,1,1)",Box-Jenkins,2008,1,-5.91852507634947,3.6489518833796133,9.567476959729083,ARG
Ridge sobre rezagos,regularizado,2008,1,-5.91852507634947,3.1038232082853368,9.022348284634806,ARG
Random Forest,aprendizaje,2008,1,-5.91852507634947,5.546212783433751,11.46473785978322,ARG
LSTM(16),red neuronal,2008,1,-5.91852507634947,3.5403009126130844,9.458825988962554,ARG
Comb. RF/AR(1) suave,combinacion,2008,1,-5.91852507634947,3.5799168008121356,9.498441877161605,ARG
Comb. RF/AR(1) dura,combinacion,2008,1,-5.91852507634947,3.63666553633158,9.555190612681049,ARG
Comb. RF/ingenuo suave,combinacion,2008,1,-5.91852507634947,3.696530281296619,9.615055357646089,ARG
Comb. LSTM/AR(1) suave,combinacion,2008,1,-5.91852507634947,2.9114999573510785,8.830025033700547,ARG
Comb. 50/50 RF-AR(1),combinacion,2008,1,-5.91852507634947,3.63666553633158,9.555190612681049,ARG
Ingenuo,referencia,2009,1,10.1253981561002,-5.91852507634947,-16.04392323244967,ARG
Deriva,referencia,2009,1,10.1253981561002,-5.934174518681732,-16.059572674781933,ARG
AR(1),Box-Jenkins,2009,1,10.1253981561002,1.7841415213952962,-8.341256634704903,ARG
"ARMA(2,2)",Box-Jenkins,2009,1,10.1253981561002,-1.8744820211819189,-11.999880177282119,ARG
"ARIMA(1,1,1)",Box-Jenkins,2009,1,10.1253981561002,1.649415798071888,-8.475982358028311,ARG
Ridge sobre rezagos,regularizado,2009,1,10.1253981561002,2.0185409283631848,-8.106857227737015,ARG
Random Forest,aprendizaje,2009,1,10.1253981561002,3.3307294031784482,-6.794668752921751,ARG
LSTM(16),red neuronal,2009,1,10.1253981561002,-0.6724792838390026,-10.797877439939203,ARG
Comb. RF/AR(1) suave,combinacion,2009,1,10.1253981561002,1.4532199343347134,-8.672178221765487,ARG
Comb. RF/AR(1) dura,combinacion,2009,1,10.1253981561002,1.7841415213952962,-8.341256634704903,ARG
Comb. RF/ingenuo suave,combinacion,2009,1,10.1253981561002,-0.3042496010237883,-10.429647757123988,ARG
Comb. LSTM/AR(1) suave,combinacion,2009,1,10.1253981561002,0.7049925043891152,-9.420405651711086,ARG
Comb. 50/50 RF-AR(1),combinacion,2009,1,10.1253981561002,1.7841415213952962,-8.341256634704903,ARG
Ingenuo,referencia,2010,1,6.00395169280579,10.1253981561002,4.12144646329441,ARG
Deriva,referencia,2010,1,6.00395169280579,10.511238030637486,4.507286337831696,ARG
AR(1),Box-Jenkins,2010,1,6.00395169280579,4.15553796098779,-1.8484137318180007,ARG
"ARMA(2,2)",Box-Jenkins,2010,1,6.00395169280579,5.014089776794982,-0.989861916010808,ARG
"ARIMA(1,1,1)",Box-Jenkins,2010,1,6.00395169280579,4.209164923048859,-1.7947867697569313,ARG
Ridge sobre rezagos,regularizado,2010,1,6.00395169280579,-1.634921096683215,-7.638872789489005,ARG
Random Forest,aprendizaje,2010,1,6.00395169280579,-0.00787127746372348,-6.011822970269514,ARG
LSTM(16),red neuronal,2010,1,6.00395169280579,1.890164372281988,-4.1137873205238025,ARG
Comb. RF/AR(1) suave,combinacion,2010,1,6.00395169280579,2.5162622477473953,-3.487689445058395,ARG
Comb. RF/AR(1) dura,combinacion,2010,1,6.00395169280579,4.15553796098779,-1.8484137318180007,ARG
Comb. RF/ingenuo suave,combinacion,2010,1,6.00395169280579,4.4437991257951355,-1.5601525670106549,ARG
Comb. LSTM/AR(1) suave,combinacion,2010,1,6.00395169280579,5.585199369007862,-0.4187523237979285,ARG
Comb. 50/50 RF-AR(1),combinacion,2010,1,6.00395169280579,4.15553796098779,-1.8484137318180007,ARG
Ingenuo,referencia,2011,1,-1.0264204544321,6.00395169280579,7.03037214723789,ARG
Deriva,referencia,2011,1,-1.0264204544321,6.2798577542252305,7.30627820865733,ARG
AR(1),Box-Jenkins,2011,1,-1.0264204544321,3.8067510815996575,4.833171536031758,ARG
"ARMA(2,2)",Box-Jenkins,2011,1,-1.0264204544321,2.8303807153467044,3.8568011697788043,ARG
"ARIMA(1,1,1)",Box-Jenkins,2011,1,-1.0264204544321,3.82962851854556,4.85604897297766,ARG
Ridge sobre rezagos,regularizado,2011,1,-1.0264204544321,0.08779274228196599,1.114213196714066,ARG
Random Forest,aprendizaje,2011,1,-1.0264204544321,-2.159540518824948,-1.133120064392848,ARG
LSTM(16),red neuronal,2011,1,-1.0264204544321,2.588379200353535,3.614799654785635,ARG
Comb. RF/AR(1) suave,combinacion,2011,1,-1.0264204544321,-3.0040489825084844,-1.9776285280763843,ARG
Comb. RF/AR(1) dura,combinacion,2011,1,-1.0264204544321,-3.0040489825084844,-1.9776285280763843,ARG
Comb. RF/ingenuo suave,combinacion,2011,1,-1.0264204544321,-3.0040489825084844,-1.9776285280763843,ARG
Comb. LSTM/AR(1) suave,combinacion,2011,1,-1.0264204544321,0.9624141892306448,1.9888346436627449,ARG
Comb. 50/50 RF-AR(1),combinacion,2011,1,-1.0264204544321,3.8067510815996575,4.833171536031758,ARG
Ingenuo,referencia,2012,1,2.40532378079436,-1.0264204544321,-3.4317442352264598,ARG
Deriva,referencia,2012,1,2.40532378079436,-0.9244733979806915,-3.3297971787750513,ARG
AR(1),Box-Jenkins,2012,1,2.40532378079436,2.948869061972615,0.5435452811782548,ARG
"ARMA(2,2)",Box-Jenkins,2012,1,2.40532378079436,2.262136189098172,-0.14318759169618778,ARG
"ARIMA(1,1,1)",Box-Jenkins,2012,1,2.40532378079436,2.9178178817545493,0.5124941009601893,ARG
Ridge sobre rezagos,regularizado,2012,1,2.40532378079436,1.0452456495691214,-1.3600781312252386,ARG
Random Forest,aprendizaje,2012,1,2.40532378079436,0.4432625053372906,-1.9620612754570694,ARG
LSTM(16),red neuronal,2012,1,2.40532378079436,0.20086791104160273,-2.204455869752757,ARG
Comb. RF/AR(1) suave,combinacion,2012,1,2.40532378079436,-1.950434025970097,-4.355757806764457,ARG
Comb. RF/AR(1) dura,combinacion,2012,1,2.40532378079436,-1.950434025970097,-4.355757806764457,ARG
Comb. RF/ingenuo suave,combinacion,2012,1,2.40532378079436,-1.950434025970097,-4.355757806764457,ARG
Comb. LSTM/AR(1) suave,combinacion,2012,1,2.40532378079436,-2.1784607547516304,-4.58378453554599,ARG
Comb. 50/50 RF-AR(1),combinacion,2012,1,2.40532378079436,2.948869061972615,0.5435452811782548,ARG
Ingenuo,referencia,2013,1,-2.51261532081394,2.40532378079436,4.9179391016083,ARG
Deriva,referencia,2013,1,-2.51261532081394,2.5847079809382114,5.0973233017521515,ARG
AR(1),Box-Jenkins,2013,1,-2.51261532081394,3.2844201022883093,5.797035423102249,ARG
"ARMA(2,2)",Box-Jenkins,2013,1,-2.51261532081394,3.0233101789784063,5.535925499792347,ARG
"ARIMA(1,1,1)",Box-Jenkins,2013,1,-2.51261532081394,3.2787511394362423,5.791366460250183,ARG
Ridge sobre rezagos,regularizado,2013,1,-2.51261532081394,1.2939609616961498,3.8065762825100897,ARG
Random Forest,aprendizaje,2013,1,-2.51261532081394,-0.5088303092796093,2.003785011534331,ARG
LSTM(16),red neuronal,2013,1,-2.51261532081394,2.4073939876733785,4.920009308487319,ARG
Comb. RF/AR(1) suave,combinacion,2013,1,-2.51261532081394,-2.934668914118583,-0.42205359330464276,ARG
Comb. RF/AR(1) dura,combinacion,2013,1,-2.51261532081394,-2.934668914118583,-0.42205359330464276,ARG
Comb. RF/ingenuo suave,combinacion,2013,1,-2.51261532081394,-2.934668914118583,-0.42205359330464276,ARG
Comb. LSTM/AR(1) suave,combinacion,2013,1,-2.51261532081394,-3.84551573291422,-1.33290041210028,ARG
Comb. 50/50 RF-AR(1),combinacion,2013,1,-2.51261532081394,3.2844201022883093,5.797035423102249,ARG
Ingenuo,referencia,2014,1,2.73115982828944,-2.51261532081394,-5.24377514910338,ARG
Deriva,referencia,2014,1,2.73115982828944,-2.449079377528092,-5.180239205817532,ARG
AR(1),Box-Jenkins,2014,1,2.73115982828944,2.624873884397156,-0.10628594389228407,ARG
"ARMA(2,2)",Box-Jenkins,2014,1,2.73115982828944,2.0630992879246106,-0.6680605403648294,ARG
"ARIMA(1,1,1)",Box-Jenkins,2014,1,2.73115982828944,2.5818575763283595,-0.1493022519610805,ARG
Ridge sobre rezagos,regularizado,2014,1,2.73115982828944,-0.8362834758438402,-3.5674433041332803,ARG
Random Forest,aprendizaje,2014,1,2.73115982828944,0.25333947841198334,-2.4778203498774567,ARG
LSTM(16),red neuronal,2014,1,2.73115982828944,2.2148469684085064,-0.5163128598809337,ARG
Comb. RF/AR(1) suave,combinacion,2014,1,2.73115982828944,0.0640240216404167,-2.667135806649023,ARG
Comb. RF/AR(1) dura,combinacion,2014,1,2.73115982828944,0.0640240216404167,-2.667135806649023,ARG
Comb. RF/ingenuo suave,combinacion,2014,1,2.73115982828944,0.0640240216404167,-2.667135806649023,ARG
Comb. LSTM/AR(1) suave,combinacion,2014,1,2.73115982828944,-0.9183140449773242,-3.649473873266764,ARG
Comb. 50/50 RF-AR(1),combinacion,2014,1,2.73115982828944,2.624873884397156,-0.10628594389228407,ARG
Ingenuo,referencia,2015,1,-2.08032784377811,2.73115982828944,4.81148767206755,ARG
Deriva,referencia,2015,1,-2.08032784377811,2.9098121983712333,4.990140042149344,ARG
AR(1),Box-Jenkins,2015,1,-2.08032784377811,3.187472130441651,5.267799974219761,ARG
"ARMA(2,2)",Box-Jenkins,2015,1,-2.08032784377811,3.0238367931996595,5.104164636977769,ARG
"ARIMA(1,1,1)",Box-Jenkins,2015,1,-2.08032784377811,3.1851857074002075,5.2655135511783175,ARG
Ridge sobre rezagos,regularizado,2015,1,-2.08032784377811,2.3539307201168267,4.434258563894937,ARG
Random Forest,aprendizaje,2015,1,-2.08032784377811,-0.28103103697945003,1.79929680679866,ARG
LSTM(16),red neuronal,2015,1,-2.08032784377811,2.4967129476174152,4.577040791395525,ARG
Comb. RF/AR(1) suave,combinacion,2015,1,-2.08032784377811,-0.6631699172830168,1.4171579264950933,ARG
Comb. RF/AR(1) dura,combinacion,2015,1,-2.08032784377811,-0.6631699172830168,1.4171579264950933,ARG
Comb. RF/ingenuo suave,combinacion,2015,1,-2.08032784377811,-0.6631699172830168,1.4171579264950933,ARG
Comb. LSTM/AR(1) suave,combinacion,2015,1,-2.08032784377811,2.412985231820964,4.493313075599074,ARG
Comb. 50/50 RF-AR(1),combinacion,2015,1,-2.08032784377811,3.187472130441651,5.267799974219761,ARG
Ingenuo,referencia,2016,1,2.81850297775918,-2.08032784377811,-4.89883082153729,ARG
Deriva,referencia,2016,1,2.81850297775918,-2.010156778960433,-4.828659756719613,ARG
AR(1),Box-Jenkins,2016,1,2.81850297775918,2.5551576336830104,-0.2633453440761695,ARG
"ARMA(2,2)",Box-Jenkins,2016,1,2.81850297775918,1.4193342375246778,-1.399168740234502,ARG
"ARIMA(1,1,1)",Box-Jenkins,2016,1,2.81850297775918,2.517040904565256,-0.3014620731939237,ARG
Ridge sobre rezagos,regularizado,2016,1,2.81850297775918,7.625938944126133,4.8074359663669535,ARG
Random Forest,aprendizaje,2016,1,2.81850297775918,6.213797258755187,3.3952942809960067,ARG
LSTM(16),red neuronal,2016,1,2.81850297775918,11.857272788136212,9.038769810377033,ARG
Comb. RF/AR(1) suave,combinacion,2016,1,2.81850297775918,5.705598802888008,2.887095825128828,ARG
Comb. RF/AR(1) dura,combinacion,2016,1,2.81850297775918,5.705598802888008,2.887095825128828,ARG
Comb. RF/ingenuo suave,combinacion,2016,1,2.81850297775918,5.705598802888008,2.887095825128828,ARG
Comb. LSTM/AR(1) suave,combinacion,2016,1,2.81850297775918,1.3069071100689889,-1.511595867690191,ARG
Comb. 50/50 RF-AR(1),combinacion,2016,1,2.81850297775918,2.5551576336830104,-0.2633453440761695,ARG
Ingenuo,referencia,2017,1,-2.00086100285785,2.81850297775918,4.81936398061703,ARG
Deriva,referencia,2017,1,-2.00086100285785,2.9914114842091895,4.992272487067039,ARG
AR(1),Box-Jenkins,2017,1,-2.00086100285785,3.087700079589036,5.088561082446886,ARG
"ARMA(2,2)",Box-Jenkins,2017,1,-2.00086100285785,3.563066870971837,5.563927873829687,ARG
"ARIMA(1,1,1)",Box-Jenkins,2017,1,-2.00086100285785,3.0869174146512397,5.08777841750909,ARG
Ridge sobre rezagos,regularizado,2017,1,-2.00086100285785,3.0540534081622064,5.054914411020056,ARG
Random Forest,aprendizaje,2017,1,-2.00086100285785,2.1104089050160146,4.111269907873865,ARG
LSTM(16),red neuronal,2017,1,-2.00086100285785,-0.017021716052955327,1.9838392868048946,ARG
Comb. RF/AR(1) suave,combinacion,2017,1,-2.00086100285785,1.6073817845742402,3.60824278743209,ARG
Comb. RF/AR(1) dura,combinacion,2017,1,-2.00086100285785,1.6073817845742402,3.60824278743209,ARG
Comb. RF/ingenuo suave,combinacion,2017,1,-2.00086100285785,1.6073817845742402,3.60824278743209,ARG
Comb. LSTM/AR(1) suave,combinacion,2017,1,-2.00086100285785,3.327626720739221,5.328487723597071,ARG
Comb. 50/50 RF-AR(1),combinacion,2017,1,-2.00086100285785,3.087700079589036,5.088561082446886,ARG
Ingenuo,referencia,2019,1,-9.9004848136464,-2.00086100285785,7.899623810788551,ARG
Deriva,referencia,2019,1,-9.9004848136464,-1.9319581732217372,7.968526640424663,ARG
AR(1),Box-Jenkins,2019,1,-9.9004848136464,2.466028668710175,12.366513482356575,ARG
"ARMA(2,2)",Box-Jenkins,2019,1,-9.9004848136464,0.7708517788135527,10.671336592459953,ARG
"ARIMA(1,1,1)",Box-Jenkins,2019,1,-9.9004848136464,2.4303192184615012,12.330804032107903,ARG
Ridge sobre rezagos,regularizado,2019,1,-9.9004848136464,1.2140649773580443,11.114549791004444,ARG
Random Forest,aprendizaje,2019,1,-9.9004848136464,2.0762831500752332,11.976767963721635,ARG
LSTM(16),red neuronal,2019,1,-9.9004848136464,-0.7477639391792503,9.15272087446715,ARG
Comb. RF/AR(1) suave,combinacion,2019,1,-9.9004848136464,-0.2837998036179089,9.616685010028492,ARG
Comb. RF/AR(1) dura,combinacion,2019,1,-9.9004848136464,-0.2837998036179089,9.616685010028492,ARG
Comb. RF/ingenuo suave,combinacion,2019,1,-9.9004848136464,-0.2837998036179089,9.616685010028492,ARG
Comb. LSTM/AR(1) suave,combinacion,2019,1,-9.9004848136464,1.584627391782742,11.485112205429143,ARG
Comb. 50/50 RF-AR(1),combinacion,2019,1,-9.9004848136464,-0.2837998036179089,9.616685010028492,ARG
Ingenuo,referencia,2020,1,10.4418119882506,-9.9004848136464,-20.342296801897,ARG
Deriva,referencia,2020,1,10.4418119882506,-9.994204976672016,-20.436016964922615,ARG
AR(1),Box-Jenkins,2020,1,10.4418119882506,0.8386607144469758,-9.603151273803626,ARG
"ARMA(2,2)",Box-Jenkins,2020,1,10.4418119882506,0.23145895146685458,-10.210353036783747,ARG
"ARIMA(1,1,1)",Box-Jenkins,2020,1,10.4418119882506,0.08647037234054267,-10.355341615910058,ARG
Ridge sobre rezagos,regularizado,2020,1,10.4418119882506,3.6699240662961037,-6.771887921954497,ARG
Random Forest,aprendizaje,2020,1,10.4418119882506,5.544459757877309,-4.897352230373292,ARG
LSTM(16),red neuronal,2020,1,10.4418119882506,1.6243739462495772,-8.817438042001024,ARG
Comb. RF/AR(1) suave,combinacion,2020,1,10.4418119882506,5.547459343799571,-4.89435264445103,ARG
Comb. RF/AR(1) dura,combinacion,2020,1,10.4418119882506,5.547459343799571,-4.89435264445103,ARG
