origen,peso_robusto,real_siguiente
2025-06-01 00:00:00,0.0,4.809843187438023
2025-07-01 00:00:00,0.0,2.9070466187174127
2025-08-01 00:00:00,0.0,3.946999699259268
2025-09-01 00:00:00,0.0,3.07646433434019
2025-10-01 00:00:00,0.0,2.4340002792755833
2025-11-01 00:00:00,0.0,0.7595052332500574
2025-12-01 00:00:00,0.0,0.9643027524466774
2026-01-01 00:00:00,0.0,1.308161702592514
2026-02-01 00:00:00,0.0,3.9388731435072266
2026-03-01 00:00:00,0.0,3.1738694643026033
2026-04-01 00:00:00,0.0,4.2415480986457865
2026-05-01 00:00:00,0.0,3.5125483951228276
