modelo,familia,origen,paso,real,pronostico,error
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-01-01 00:00:00,1,-3.1554283932496707,-3.9473550661344357,-0.7919266728847649
Ridge sobre rezagos,regularizado,2021-01-01 00:00:00,1,-3.1554283932496707,-6.858901488637026,-3.7034730953873556
Random Forest,aprendizaje,2021-01-01 00:00:00,1,-3.1554283932496707,-2.84482306157966,0.3106053316700108
MLP,aprendizaje,2021-01-01 00:00:00,1,-3.1554283932496707,-7.41786293821488,-4.26243454496521
LSTM(16) v12,red neuronal,2021-01-01 00:00:00,1,-3.1554283932496707,-0.012255675056422,3.1431727181932487
LSTM(32) v24,red neuronal,2021-01-01 00:00:00,1,-3.1554283932496707,-2.601113125642826,0.5543152676068446
CNN 1D v12,red neuronal,2021-01-01 00:00:00,1,-3.1554283932496707,-3.247011527055015,-0.09158313380534411
CNN 1D v24,red neuronal,2021-01-01 00:00:00,1,-3.1554283932496707,-5.475503201698595,-2.3200748084489247
Ingenuo,referencia,2021-02-01 00:00:00,1,11.20403642761838,-3.1554283932496707,-14.359464820868052
Ingenuo estacional,referencia,2021-02-01 00:00:00,1,11.20403642761838,-6.289346100232862,-17.493382527851242
Deriva,referencia,2021-02-01 00:00:00,1,11.20403642761838,-3.195962267929648,-14.399998695548028
AR(1),Box-Jenkins,2021-02-01 00:00:00,1,11.20403642761838,-2.2719484111489927,-13.475984838767372
AR(12),Box-Jenkins,2021-02-01 00:00:00,1,11.20403642761838,-2.57836411576912,-13.7824005433875
MA(2),Box-Jenkins,2021-02-01 00:00:00,1,11.20403642761838,-0.6354278872251555,-11.839464314843536
"ARMA(2,2)",Box-Jenkins,2021-02-01 00:00:00,1,11.20403642761838,-2.4354802077705733,-13.639516635388954
"ARIMA(1,1,1)",Box-Jenkins,2021-02-01 00:00:00,1,11.20403642761838,-3.090431316207252,-14.294467743825631
"ARIMA(2,1,2)",Box-Jenkins,2021-02-01 00:00:00,1,11.20403642761838,-3.165250790784226,-14.369287218402606
"SARIMA(1,1,1)(1,1,1,12)",estacional,2021-02-01 00:00:00,1,11.20403642761838,-1.2956324833800572,-12.499668910998437
"SARIMA(2,1,1)(0,1,1,12)",estacional,2021-02-01 00:00:00,1,11.20403642761838,-3.7749033732580983,-14.978939800876478
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-02-01 00:00:00,1,11.20403642761838,-1.5965842823085659,-12.800620709926946
Ridge sobre rezagos,regularizado,2021-02-01 00:00:00,1,11.20403642761838,-2.581497398030126,-13.785533825648507
Random Forest,aprendizaje,2021-02-01 00:00:00,1,11.20403642761838,-3.0423362122407553,-14.246372639859135
MLP,aprendizaje,2021-02-01 00:00:00,1,11.20403642761838,5.623853819856771,-5.580182607761609
LSTM(16) v12,red neuronal,2021-02-01 00:00:00,1,11.20403642761838,-0.02103148830177748,-11.225067915920157
LSTM(32) v24,red neuronal,2021-02-01 00:00:00,1,11.20403642761838,-2.7866441274535196,-13.9906805550719
CNN 1D v12,red neuronal,2021-02-01 00:00:00,1,11.20403642761838,-2.4134031884792835,-13.617439616097663
CNN 1D v24,red neuronal,2021-02-01 00:00:00,1,11.20403642761838,3.5412976018631586,-7.662738825755222
Ingenuo,referencia,2021-03-01 00:00:00,1,25.439138020790875,11.20403642761838,-14.235101593172494
Ingenuo estacional,referencia,2021-03-01 00:00:00,1,25.439138020790875,-20.195194204176914,-45.63433222496779
Deriva,referencia,2021-03-01 00:00:00,1,25.439138020790875,11.242623424891963,-14.196514595898911
AR(1),Box-Jenkins,2021-03-01 00:00:00,1,25.439138020790875,9.797102090262639,-15.642035930528236
AR(12),Box-Jenkins,2021-03-01 00:00:00,1,25.439138020790875,15.80634251635608,-9.632795504434794
MA(2),Box-Jenkins,2021-03-01 00:00:00,1,25.439138020790875,12.240736758921896,-13.198401261868979
"ARMA(2,2)",Box-Jenkins,2021-03-01 00:00:00,1,25.439138020790875,9.473861427117814,-15.96527659367306
"ARIMA(1,1,1)",Box-Jenkins,2021-03-01 00:00:00,1,25.439138020790875,8.365441595358435,-17.073696425432438
"ARIMA(2,1,2)",Box-Jenkins,2021-03-01 00:00:00,1,25.439138020790875,9.668541056688584,-15.77059696410229
"SARIMA(1,1,1)(1,1,1,12)",estacional,2021-03-01 00:00:00,1,25.439138020790875,15.66112557137527,-9.778012449415604
"SARIMA(2,1,1)(0,1,1,12)",estacional,2021-03-01 00:00:00,1,25.439138020790875,7.158277303188491,-18.280860717602383
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-03-01 00:00:00,1,25.439138020790875,14.962278954295975,-10.4768590664949
Ridge sobre rezagos,regularizado,2021-03-01 00:00:00,1,25.439138020790875,15.542597744044704,-9.89654027674617
Random Forest,aprendizaje,2021-03-01 00:00:00,1,25.439138020790875,4.883000275697978,-20.556137745092897
MLP,aprendizaje,2021-03-01 00:00:00,1,25.439138020790875,21.12524896339019,-4.313889057400683
LSTM(16) v12,red neuronal,2021-03-01 00:00:00,1,25.439138020790875,3.0304060913417517,-22.40873192944912
LSTM(32) v24,red neuronal,2021-03-01 00:00:00,1,25.439138020790875,1.7434416573779643,-23.69569636341291
CNN 1D v12,red neuronal,2021-03-01 00:00:00,1,25.439138020790875,3.000392733324929,-22.438745287465945
CNN 1D v24,red neuronal,2021-03-01 00:00:00,1,25.439138020790875,1.900608251166066,-23.53852976962481
Ingenuo,referencia,2021-04-01 00:00:00,1,13.277368414515923,25.439138020790875,12.161769606274952
Ingenuo estacional,referencia,2021-04-01 00:00:00,1,13.277368414515923,-17.428367439153025,-30.705735853668948
Deriva,referencia,2021-04-01 00:00:00,1,13.277368414515923,25.55530160055571,12.277933186039785
AR(1),Box-Jenkins,2021-04-01 00:00:00,1,13.277368414515923,22.552360048316363,9.27499163380044
AR(12),Box-Jenkins,2021-04-01 00:00:00,1,13.277368414515923,29.77360887409086,16.49624045957494
MA(2),Box-Jenkins,2021-04-01 00:00:00,1,13.277368414515923,20.148844235252394,6.871475820736471
"ARMA(2,2)",Box-Jenkins,2021-04-01 00:00:00,1,13.277368414515923,26.667022367015864,13.389653952499941
"ARIMA(1,1,1)",Box-Jenkins,2021-04-01 00:00:00,1,13.277368414515923,25.405270706807478,12.127902292291555
"ARIMA(2,1,2)",Box-Jenkins,2021-04-01 00:00:00,1,13.277368414515923,26.22910647774474,12.951738063228817
"SARIMA(1,1,1)(1,1,1,12)",estacional,2021-04-01 00:00:00,1,13.277368414515923,22.414262185036407,9.136893770520484
"SARIMA(2,1,1)(0,1,1,12)",estacional,2021-04-01 00:00:00,1,13.277368414515923,26.036168141230377,12.758799726714454
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-04-01 00:00:00,1,13.277368414515923,22.023886379706884,8.74651796519096
Ridge sobre rezagos,regularizado,2021-04-01 00:00:00,1,13.277368414515923,29.606115465453136,16.328747050937213
Random Forest,aprendizaje,2021-04-01 00:00:00,1,13.277368414515923,18.06489815327789,4.787529738761968
MLP,aprendizaje,2021-04-01 00:00:00,1,13.277368414515923,35.859504095868786,22.582135681352863
LSTM(16) v12,red neuronal,2021-04-01 00:00:00,1,13.277368414515923,8.323610863377848,-4.953757551138075
LSTM(32) v24,red neuronal,2021-04-01 00:00:00,1,13.277368414515923,8.219766906114902,-5.057601508401021
CNN 1D v12,red neuronal,2021-04-01 00:00:00,1,13.277368414515923,7.875407385466792,-5.401961029049131
CNN 1D v24,red neuronal,2021-04-01 00:00:00,1,13.277368414515923,6.833774553431079,-6.443593861084844
Ingenuo,referencia,2021-05-01 00:00:00,1,15.402785888200764,13.277368414515923,-2.1254174736848412
Ingenuo estacional,referencia,2021-05-01 00:00:00,1,15.402785888200764,-12.540164765225736,-27.9429506534265
Deriva,referencia,2021-05-01 00:00:00,1,15.402785888200764,13.326804096530541,-2.0759817916702232
AR(1),Box-Jenkins,2021-05-01 00:00:00,1,15.402785888200764,11.375333231609329,-4.027452656591436
AR(12),Box-Jenkins,2021-05-01 00:00:00,1,15.402785888200764,13.30846728325966,-2.0943186049411047
MA(2),Box-Jenkins,2021-05-01 00:00:00,1,15.402785888200764,2.4970748056996457,-12.905711082501119
"ARMA(2,2)",Box-Jenkins,2021-05-01 00:00:00,1,15.402785888200764,9.888016063899995,-5.514769824300769
"ARIMA(1,1,1)",Box-Jenkins,2021-05-01 00:00:00,1,15.402785888200764,11.280801529220163,-4.121984358980601
"ARIMA(2,1,2)",Box-Jenkins,2021-05-01 00:00:00,1,15.402785888200764,10.20579688324576,-5.196989004955004
"SARIMA(1,1,1)(1,1,1,12)",estacional,2021-05-01 00:00:00,1,15.402785888200764,9.919015491123965,-5.4837703970768
"SARIMA(2,1,1)(0,1,1,12)",estacional,2021-05-01 00:00:00,1,15.402785888200764,9.821364258822161,-5.581421629378603
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-05-01 00:00:00,1,15.402785888200764,10.015552347544844,-5.38723354065592
Ridge sobre rezagos,regularizado,2021-05-01 00:00:00,1,15.402785888200764,13.629352718985883,-1.773433169214881
Random Forest,aprendizaje,2021-05-01 00:00:00,1,15.402785888200764,13.923780284847744,-1.47900560335302
MLP,aprendizaje,2021-05-01 00:00:00,1,15.402785888200764,7.971401566836385,-7.431384321364379
LSTM(16) v12,red neuronal,2021-05-01 00:00:00,1,15.402785888200764,9.850823672935622,-5.551962215265142
LSTM(32) v24,red neuronal,2021-05-01 00:00:00,1,15.402785888200764,10.60507374399015,-4.797712144210614
CNN 1D v12,red neuronal,2021-05-01 00:00:00,1,15.402785888200764,6.857823761507394,-8.54496212669337
CNN 1D v24,red neuronal,2021-05-01 00:00:00,1,15.402785888200764,6.145509990423205,-9.257275897777559
Ingenuo,referencia,2021-06-01 00:00:00,1,13.192915812715,15.402785888200764,2.209870075485764
Ingenuo estacional,referencia,2021-06-01 00:00:00,1,13.192915812715,-10.639637551522407,-23.832553364237405
Deriva,referencia,2021-06-01 00:00:00,1,13.192915812715,15.4634430934136,2.2705272806986
AR(1),Box-Jenkins,2021-06-01 00:00:00,1,13.192915812715,13.247886300372492,0.05497048765749213
AR(12),Box-Jenkins,2021-06-01 00:00:00,1,13.192915812715,21.74174535139347,8.548829538678469
MA(2),Box-Jenkins,2021-06-01 00:00:00,1,13.192915812715,10.757303126768328,-2.4356126859466727
"ARMA(2,2)",Box-Jenkins,2021-06-01 00:00:00,1,13.192915812715,14.584116568542997,1.391200755827997
"ARIMA(1,1,1)",Box-Jenkins,2021-06-01 00:00:00,1,13.192915812715,14.947198619893856,1.7542828071788552
"ARIMA(2,1,2)",Box-Jenkins,2021-06-01 00:00:00,1,13.192915812715,14.25378457274997,1.0608687600349693
"SARIMA(1,1,1)(1,1,1,12)",estacional,2021-06-01 00:00:00,1,13.192915812715,13.679626244180417,0.4867104314654167
"SARIMA(2,1,1)(0,1,1,12)",estacional,2021-06-01 00:00:00,1,13.192915812715,18.646287119179263,5.453371306464263
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-06-01 00:00:00,1,13.192915812715,12.895006567504021,-0.2979092452109793
Ridge sobre rezagos,regularizado,2021-06-01 00:00:00,1,13.192915812715,21.511322758648546,8.318406945933546
Random Forest,aprendizaje,2021-06-01 00:00:00,1,13.192915812715,14.973720424923922,1.7808046122089216
MLP,aprendizaje,2021-06-01 00:00:00,1,13.192915812715,38.83597431690989,25.64305850419489
LSTM(16) v12,red neuronal,2021-06-01 00:00:00,1,13.192915812715,11.229195141353303,-1.9637206713616973
LSTM(32) v24,red neuronal,2021-06-01 00:00:00,1,13.192915812715,12.082108241524372,-1.1108075711906285
CNN 1D v12,red neuronal,2021-06-01 00:00:00,1,13.192915812715,5.918957191635156,-7.273958621079844
CNN 1D v24,red neuronal,2021-06-01 00:00:00,1,13.192915812715,4.60780383519271,-8.58511197752229
Ingenuo,referencia,2021-07-01 00:00:00,1,11.699017752583707,13.192915812715,1.4938980601312934
Ingenuo estacional,referencia,2021-07-01 00:00:00,1,11.699017752583707,-10.389555164403808,-22.088572916987516
Deriva,referencia,2021-07-01 00:00:00,1,11.699017752583707,13.2413658820101,1.5423481294263937
AR(1),Box-Jenkins,2021-07-01 00:00:00,1,11.699017752583707,11.439178824953675,-0.2598389276300317
AR(12),Box-Jenkins,2021-07-01 00:00:00,1,11.699017752583707,13.945170114897104,2.2461523623133974
MA(2),Box-Jenkins,2021-07-01 00:00:00,1,11.699017752583707,9.832427860733008,-1.8665898918506993
"ARMA(2,2)",Box-Jenkins,2021-07-01 00:00:00,1,11.699017752583707,10.304290184908282,-1.3947275676754245
"ARIMA(1,1,1)",Box-Jenkins,2021-07-01 00:00:00,1,11.699017752583707,11.437175970649678,-0.26184178193402907
"ARIMA(2,1,2)",Box-Jenkins,2021-07-01 00:00:00,1,11.699017752583707,10.362291440916913,-1.3367263116667942
"SARIMA(1,1,1)(1,1,1,12)",estacional,2021-07-01 00:00:00,1,11.699017752583707,12.727677631962067,1.0286598793783597
"SARIMA(2,1,1)(0,1,1,12)",estacional,2021-07-01 00:00:00,1,11.699017752583707,13.277959902655367,1.5789421500716596
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-07-01 00:00:00,1,11.699017752583707,11.944835490338678,0.24581773775497062
Ridge sobre rezagos,regularizado,2021-07-01 00:00:00,1,11.699017752583707,14.088771307146661,2.3897535545629545
Random Forest,aprendizaje,2021-07-01 00:00:00,1,11.699017752583707,12.373307528374017,0.6742897757903101
MLP,aprendizaje,2021-07-01 00:00:00,1,11.699017752583707,7.250071114474813,-4.448946638108894
LSTM(16) v12,red neuronal,2021-07-01 00:00:00,1,11.699017752583707,11.694476713901917,-0.0045410386817898996
LSTM(32) v24,red neuronal,2021-07-01 00:00:00,1,11.699017752583707,13.132486347771547,1.4334685951878399
CNN 1D v12,red neuronal,2021-07-01 00:00:00,1,11.699017752583707,6.213236168333893,-5.485781584249814
CNN 1D v24,red neuronal,2021-07-01 00:00:00,1,11.699017752583707,2.9777093101968646,-8.721308442386842
Ingenuo,referencia,2021-08-01 00:00:00,1,13.462959208917313,11.699017752583707,-1.7639414563336064
Ingenuo estacional,referencia,2021-08-01 00:00:00,1,13.462959208917313,-6.462847566547958,-19.925806775465272
Deriva,referencia,2021-08-01 00:00:00,1,13.462959208917313,11.739219970919308,-1.7237392379980054
AR(1),Box-Jenkins,2021-08-01 00:00:00,1,13.462959208917313,10.225082021534288,-3.2378771873830257
AR(12),Box-Jenkins,2021-08-01 00:00:00,1,13.462959208917313,12.95223900263144,-0.5107202062858729
MA(2),Box-Jenkins,2021-08-01 00:00:00,1,13.462959208917313,5.559505980044955,-7.903453228872358
"ARMA(2,2)",Box-Jenkins,2021-08-01 00:00:00,1,13.462959208917313,11.364662480065274,-2.0982967288520395
"ARIMA(1,1,1)",Box-Jenkins,2021-08-01 00:00:00,1,13.462959208917313,10.22342320916212,-3.2395359997551925
"ARIMA(2,1,2)",Box-Jenkins,2021-08-01 00:00:00,1,13.462959208917313,11.13287979746437,-2.330079411452944
"SARIMA(1,1,1)(1,1,1,12)",estacional,2021-08-01 00:00:00,1,13.462959208917313,8.813774263945941,-4.649184944971372
"SARIMA(2,1,1)(0,1,1,12)",estacional,2021-08-01 00:00:00,1,13.462959208917313,12.158620749671261,-1.3043384592460523
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-08-01 00:00:00,1,13.462959208917313,8.210453492689119,-5.252505716228194
Ridge sobre rezagos,regularizado,2021-08-01 00:00:00,1,13.462959208917313,12.959905847350804,-0.5030533615665096
Random Forest,aprendizaje,2021-08-01 00:00:00,1,13.462959208917313,11.590140240082514,-1.8728189688347996
MLP,aprendizaje,2021-08-01 00:00:00,1,13.462959208917313,12.559902973604865,-0.903056235312448
LSTM(16) v12,red neuronal,2021-08-01 00:00:00,1,13.462959208917313,11.741028353502895,-1.7219308554144188
LSTM(32) v24,red neuronal,2021-08-01 00:00:00,1,13.462959208917313,12.812034680703826,-0.650924528213487
CNN 1D v12,red neuronal,2021-08-01 00:00:00,1,13.462959208917313,6.781693694362216,-6.681265514555097
CNN 1D v24,red neuronal,2021-08-01 00:00:00,1,13.462959208917313,12.843260378493014,-0.6196988304242996
Ingenuo,referencia,2021-09-01 00:00:00,1,10.15877922403794,13.462959208917313,3.304179984879374
Ingenuo estacional,referencia,2021-09-01 00:00:00,1,10.15877922403794,-4.674781094607483,-14.833560318645421
Deriva,referencia,2021-09-01 00:00:00,1,10.15877922403794,13.512330252986947,3.353551028949008
AR(1),Box-Jenkins,2021-09-01 00:00:00,1,10.15877922403794,11.754546740025184,1.5957675159872444
AR(12),Box-Jenkins,2021-09-01 00:00:00,1,10.15877922403794,15.943354826072012,5.784575602034073
MA(2),Box-Jenkins,2021-09-01 00:00:00,1,10.15877922403794,10.76815168069327,0.6093724566553309
"ARMA(2,2)",Box-Jenkins,2021-09-01 00:00:00,1,10.15877922403794,10.937391076024017,0.7786118519860779
"ARIMA(1,1,1)",Box-Jenkins,2021-09-01 00:00:00,1,10.15877922403794,11.752627661786093,1.5938484377481537
"ARIMA(2,1,2)",Box-Jenkins,2021-09-01 00:00:00,1,10.15877922403794,11.038344393042113,0.8795651690041737
"SARIMA(1,1,1)(1,1,1,12)",estacional,2021-09-01 00:00:00,1,10.15877922403794,11.469612903460435,1.3108336794224957
"SARIMA(2,1,1)(0,1,1,12)",estacional,2021-09-01 00:00:00,1,10.15877922403794,13.835808601315948,3.677029377278009
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-09-01 00:00:00,1,10.15877922403794,11.139794368985918,0.9810151449479783
Ridge sobre rezagos,regularizado,2021-09-01 00:00:00,1,10.15877922403794,15.883303470625476,5.724524246587537
Random Forest,aprendizaje,2021-09-01 00:00:00,1,10.15877922403794,12.198989730892965,2.0402105068550256
MLP,aprendizaje,2021-09-01 00:00:00,1,10.15877922403794,13.699867721113149,3.5410884970752097
LSTM(16) v12,red neuronal,2021-09-01 00:00:00,1,10.15877922403794,11.870792005679698,1.712012781641759
LSTM(32) v24,red neuronal,2021-09-01 00:00:00,1,10.15877922403794,12.783034775949563,2.6242555519116237
CNN 1D v12,red neuronal,2021-09-01 00:00:00,1,10.15877922403794,10.541426132521,0.3826469084830606
CNN 1D v24,red neuronal,2021-09-01 00:00:00,1,10.15877922403794,5.274399714102028,-4.884379509935911
Ingenuo,referencia,2021-10-01 00:00:00,1,10.518652815673747,10.15877922403794,-0.35987359163580734
Ingenuo estacional,referencia,2021-10-01 00:00:00,1,10.518652815673747,-3.6520931144168434,-14.17074593009059
Deriva,referencia,2021-10-01 00:00:00,1,10.518652815673747,10.190406611869747,-0.3282462038039995
AR(1),Box-Jenkins,2021-10-01 00:00:00,1,10.518652815673747,8.993654587459071,-1.5249982282146757
AR(12),Box-Jenkins,2021-10-01 00:00:00,1,10.518652815673747,10.567371996181464,0.0487191805077174
MA(2),Box-Jenkins,2021-10-01 00:00:00,1,10.518652815673747,5.824170539484738,-4.694482276189008
"ARMA(2,2)",Box-Jenkins,2021-10-01 00:00:00,1,10.518652815673747,9.687205498941575,-0.8314473167321719
"ARIMA(1,1,1)",Box-Jenkins,2021-10-01 00:00:00,1,10.518652815673747,8.992383800389966,-1.5262690152837806
"ARIMA(2,1,2)",Box-Jenkins,2021-10-01 00:00:00,1,10.518652815673747,9.43981222551326,-1.0788405901604872
"SARIMA(1,1,1)(1,1,1,12)",estacional,2021-10-01 00:00:00,1,10.518652815673747,9.535140014746617,-0.9835128009271301
"SARIMA(2,1,1)(0,1,1,12)",estacional,2021-10-01 00:00:00,1,10.518652815673747,10.51682660942186,-0.00182620625188612
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-10-01 00:00:00,1,10.518652815673747,9.071725245258763,-1.4469275704149833
Ridge sobre rezagos,regularizado,2021-10-01 00:00:00,1,10.518652815673747,10.641641325713575,0.12298851003982847
Random Forest,aprendizaje,2021-10-01 00:00:00,1,10.518652815673747,9.838506197118695,-0.6801466185550513
MLP,aprendizaje,2021-10-01 00:00:00,1,10.518652815673747,29.892938258312807,19.37428544263906
LSTM(16) v12,red neuronal,2021-10-01 00:00:00,1,10.518652815673747,11.288304241821642,0.7696514261478953
LSTM(32) v24,red neuronal,2021-10-01 00:00:00,1,10.518652815673747,11.112353570865132,0.5937007551913851
CNN 1D v12,red neuronal,2021-10-01 00:00:00,1,10.518652815673747,9.383462537110622,-1.1351902785631243
CNN 1D v24,red neuronal,2021-10-01 00:00:00,1,10.518652815673747,5.428660659686936,-5.089992155986811
Ingenuo,referencia,2021-11-01 00:00:00,1,10.282818380546143,10.518652815673747,0.23583443512760383
Ingenuo estacional,referencia,2021-11-01 00:00:00,1,10.282818380546143,-2.159492982055289,-12.442311362601432
Deriva,referencia,2021-11-01 00:00:00,1,10.282818380546143,10.552007815104524,0.2691894345583812
AR(1),Box-Jenkins,2021-11-01 00:00:00,1,10.282818380546143,9.314749438981968,-0.9680689415641748
AR(12),Box-Jenkins,2021-11-01 00:00:00,1,10.282818380546143,11.33398282346483,1.0511644429186866
MA(2),Box-Jenkins,2021-11-01 00:00:00,1,10.282818380546143,7.021907988571517,-3.260910391974626
"ARMA(2,2)",Box-Jenkins,2021-11-01 00:00:00,1,10.282818380546143,9.018940550313626,-1.2638778302325164
"ARIMA(1,1,1)",Box-Jenkins,2021-11-01 00:00:00,1,10.282818380546143,9.313441200025922,-0.9693771805202207
"ARIMA(2,1,2)",Box-Jenkins,2021-11-01 00:00:00,1,10.282818380546143,8.954133145734879,-1.3286852348112639
"SARIMA(1,1,1)(1,1,1,12)",estacional,2021-11-01 00:00:00,1,10.282818380546143,9.458257695120844,-0.8245606854252987
"SARIMA(2,1,1)(0,1,1,12)",estacional,2021-11-01 00:00:00,1,10.282818380546143,10.986345703244186,0.7035273226980436
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-11-01 00:00:00,1,10.282818380546143,9.167908634344288,-1.114909746201855
Ridge sobre rezagos,regularizado,2021-11-01 00:00:00,1,10.282818380546143,11.360756347611954,1.077937967065811
Random Forest,aprendizaje,2021-11-01 00:00:00,1,10.282818380546143,8.732650450109118,-1.5501679304370253
MLP,aprendizaje,2021-11-01 00:00:00,1,10.282818380546143,20.143320087806856,9.860501707260713
LSTM(16) v12,red neuronal,2021-11-01 00:00:00,1,10.282818380546143,10.76359181203237,0.4807734314862273
LSTM(32) v24,red neuronal,2021-11-01 00:00:00,1,10.282818380546143,11.30412964112366,1.0213112605775176
CNN 1D v12,red neuronal,2021-11-01 00:00:00,1,10.282818380546143,8.571195186784589,-1.7116231937615538
CNN 1D v24,red neuronal,2021-11-01 00:00:00,1,10.282818380546143,6.815481661761706,-3.467336718784437
Ingenuo,referencia,2021-12-01 00:00:00,1,7.988335987557793,10.282818380546143,2.2944823929883498
Ingenuo estacional,referencia,2021-12-01 00:00:00,1,7.988335987557793,-3.359345313804174,-11.347681301361966
Deriva,referencia,2021-12-01 00:00:00,1,7.988335987557793,10.314764011209599,2.326428023651806
AR(1),Box-Jenkins,2021-12-01 00:00:00,1,7.988335987557793,9.136770943989175,1.148434956431382
AR(12),Box-Jenkins,2021-12-01 00:00:00,1,7.988335987557793,13.78809818956492,5.799762202007127
MA(2),Box-Jenkins,2021-12-01 00:00:00,1,7.988335987557793,7.920682614743551,-0.06765337281424166
"ARMA(2,2)",Box-Jenkins,2021-12-01 00:00:00,1,7.988335987557793,9.517329289340813,1.5289933017830197
"ARIMA(1,1,1)",Box-Jenkins,2021-12-01 00:00:00,1,7.988335987557793,9.13552058826941,1.1471846007116167
"ARIMA(2,1,2)",Box-Jenkins,2021-12-01 00:00:00,1,7.988335987557793,9.495282354453813,1.5069463668960204
"SARIMA(1,1,1)(1,1,1,12)",estacional,2021-12-01 00:00:00,1,7.988335987557793,10.6179774864336,2.6296414988758077
"SARIMA(2,1,1)(0,1,1,12)",estacional,2021-12-01 00:00:00,1,7.988335987557793,10.369279147944326,2.3809431603865328
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2021-12-01 00:00:00,1,7.988335987557793,10.984604334194161,2.996268346636368
Ridge sobre rezagos,regularizado,2021-12-01 00:00:00,1,7.988335987557793,13.670103153409483,5.68176716585169
Random Forest,aprendizaje,2021-12-01 00:00:00,1,7.988335987557793,9.803365516933376,1.8150295293755825
MLP,aprendizaje,2021-12-01 00:00:00,1,7.988335987557793,30.292895713988283,22.30455972643049
LSTM(16) v12,red neuronal,2021-12-01 00:00:00,1,7.988335987557793,10.148407980439025,2.1600719928812318
LSTM(32) v24,red neuronal,2021-12-01 00:00:00,1,7.988335987557793,11.172941196914303,3.1846052093565103
CNN 1D v12,red neuronal,2021-12-01 00:00:00,1,7.988335987557793,9.381814744879614,1.3934787573218212
CNN 1D v24,red neuronal,2021-12-01 00:00:00,1,7.988335987557793,6.913269829189787,-1.0750661583680063
Ingenuo,referencia,2022-01-01 00:00:00,1,6.686076852153766,7.988335987557793,1.302259135404027
Ingenuo estacional,referencia,2022-01-01 00:00:00,1,6.686076852153766,-3.1554283932496707,-9.841505245403436
Deriva,referencia,2022-01-01 00:00:00,1,6.686076852153766,8.008164805598062,1.3220879534442957
AR(1),Box-Jenkins,2022-01-01 00:00:00,1,6.686076852153766,7.229388904057663,0.5433120519038965
AR(12),Box-Jenkins,2022-01-01 00:00:00,1,6.686076852153766,6.898018783225543,0.2119419310717765
MA(2),Box-Jenkins,2022-01-01 00:00:00,1,6.686076852153766,4.79213016105528,-1.8939466910984866
"ARMA(2,2)",Box-Jenkins,2022-01-01 00:00:00,1,6.686076852153766,6.9466396833239505,0.2605628311701844
"ARIMA(1,1,1)",Box-Jenkins,2022-01-01 00:00:00,1,6.686076852153766,7.228585244904178,0.5425083927504115
"ARIMA(2,1,2)",Box-Jenkins,2022-01-01 00:00:00,1,6.686076852153766,6.733139448638658,0.04706259648489208
"SARIMA(1,1,1)(1,1,1,12)",estacional,2022-01-01 00:00:00,1,6.686076852153766,8.604267282951986,1.9181904307982194
"SARIMA(2,1,1)(0,1,1,12)",estacional,2022-01-01 00:00:00,1,6.686076852153766,8.39848140076831,1.7124045486145434
"SARIMAX(1,1,1)(1,1,1,12)+COVID",estacional,2022-01-01 00:00:00,1,6.686076852153766,8.24548656022576,1.5594097080719944
Ridge sobre rezagos,regularizado,2022-01-01 00:00:00,1,6.686076852153766,6.946859148458286,0.26078229630451943
Random Forest,aprendizaje,2022-01-01 00:00:00,1,6.686076852153766,8.05784709886154,1.371770246707774
MLP,aprendizaje,2022-01-01 00:00:00,1,6.686076852153766,16.268072866251067,9.581996014097301
LSTM(16) v12,red neuronal,2022-01-01 00:00:00,1,6.686076852153766,9.149334806301146,2.4632579541473802
LSTM(32) v24,red neuronal,2022-01-01 00:00:00,1,6.686076852153766,10.110164709946714,3.424087857792948
CNN 1D v12,red neuronal,2022-01-01 00:00:00,1,6.686076852153766,11.007081640688494,4.321004788534728
CNN 1D v24,red neuronal,2022-01-01 00:00:00,1,6.686076852153766,6.912601905868536,0.22652505371477005
Ingenuo,referencia,2022-02-01 00:00:00,1,6.990866679970109,6.686076852153766,-0.304789827816343
Ingenuo estacional,referencia,2022-02-01 00:00:00,1,6.990866679970109,11.20403642761838,4.213169747648271
Deriva,referencia,2022-02-01 00:00:00,1,6.990866679970109,6.699055473544065,-0.2918112064260443
AR(1),Box-Jenkins,2022-02-01 00:00:00,1,6.990866679970109,6.152740440857062,-0.8381262391130475
AR(12),Box-Jenkins,2022-02-01 00:00:00,1,6.990866679970109,1.0012578716575977,-5.989608808312512
MA(2),Box-Jenkins,2022-02-01 00:00:00,1,6.990866679970109,5.209262121268336,-1.7816045587017735
