iso3,regimen,modelo,mae_rel,dm_p,gana_sig
SLV,calma,Random Forest,0.8907259595227567,0.6776055151754812,False
SLV,calma,Ridge sobre rezagos,0.895433374257831,0.6719632166139208,False
SLV,calma,Comb. RF/AR(1) dura,0.9546027966149632,0.8369996765906825,False
SLV,calma,Comb. RF/AR(1) suave,0.9951481236206934,0.9827404233521218,False
SLV,calma,Ingenuo,1.0,,False
SLV,calma,Deriva,1.010974442294321,0.5113550164112745,False
SLV,calma,Comb. RF/ingenuo suave,1.1015586728455422,0.5301561949132623,False
SLV,ruptura,Comb. LSTM/AR(1) suave,0.6990789083800364,,False
SLV,ruptura,LSTM(16),0.7064483305155592,,False
SLV,ruptura,Comb. RF/AR(1) suave,0.8434083064139162,,False
SLV,ruptura,Comb. RF/ingenuo suave,0.8487515786189817,,False
SLV,ruptura,"ARIMA(1,1,1)",0.8628823573075087,,False
SLV,ruptura,AR(1),0.8633789194623055,,False
SLV,ruptura,Ridge sobre rezagos,0.8639242235380149,,False
SLV,ruptura,Random Forest,0.8780353519065042,,False
SLV,ruptura,Comb. RF/AR(1) dura,0.8813222825063554,,False
SLV,ruptura,Comb. RF/AR(1) umbral min,0.8813222825063554,,False
SLV,ruptura,"ARMA(2,2)",0.8928788706858668,,False
SLV,ruptura,Ingenuo,1.0,,False
SLV,ruptura,Deriva,1.0062949311100717,,False
URY,calma,AR(1),0.8561838493325428,0.1703478067125143,False
URY,calma,"ARIMA(1,1,1)",0.8947217734760732,0.29159082767958816,False
URY,calma,Comb. RF/AR(1) umbral min,0.905642415163096,0.37397333538759425,False
URY,calma,Random Forest,0.9506332699338287,0.7544373970804322,False
URY,calma,"ARMA(2,2)",0.9878800591799384,0.9336555264095588,False
URY,calma,Ridge sobre rezagos,0.9965836643505903,0.982169409748362,False
URY,calma,Ingenuo,1.0,,False
URY,calma,Deriva,1.0089405577584447,0.08467333931757934,False
URY,calma,Comb. RF/AR(1) dura,1.0118597578412396,0.944767503562786,False
URY,calma,Comb. RF/AR(1) suave,1.0212208167201806,0.9015598001735579,False
URY,calma,Comb. RF/ingenuo suave,1.0322640398568423,0.850527675708079,False
URY,calma,LSTM(16),1.0632747988678213,0.6882001258346184,False
URY,ruptura,Comb. LSTM/AR(1) suave,0.6390234081736947,,False
URY,ruptura,LSTM(16),0.6576758841309449,,False
URY,ruptura,Comb. RF/AR(1) suave,0.785665304022654,,False
URY,ruptura,Comb. RF/AR(1) dura,0.785665304022654,,False
URY,ruptura,Comb. RF/ingenuo suave,0.785665304022654,,False
URY,ruptura,AR(1),0.8228859605214365,,False
URY,ruptura,"ARMA(2,2)",0.8248766225282975,,False
URY,ruptura,"ARIMA(1,1,1)",0.8259766280445949,,False
URY,ruptura,Random Forest,0.8382667175646712,,False
URY,ruptura,Ridge sobre rezagos,0.8500422198792248,,False
URY,ruptura,Comb. RF/AR(1) umbral min,0.851151940563863,,False
URY,ruptura,Ingenuo,1.0,,False
URY,ruptura,Deriva,1.0065144582703365,,False
VEN,calma,Ingenuo,1.0,,False
VEN,calma,Deriva,1.0097417708459284,0.09041308631051802,False
VEN,calma,Comb. RF/AR(1) umbral min,1.214123975800524,0.23959840553546352,False
VEN,calma,AR(1),1.2158201220700204,0.24194362930134714,False
VEN,calma,"ARMA(2,2)",1.241198035968886,0.21581507372276865,False
VEN,calma,Comb. RF/AR(1) dura,1.2449404797685553,0.21110223241502613,False
VEN,calma,"ARIMA(1,1,1)",1.273892510004013,0.12173446195421454,False
VEN,calma,Comb. RF/ingenuo suave,1.3432350149826573,0.07674929596497505,False
VEN,calma,Random Forest,1.363787373410852,0.061141932753161,False
VEN,calma,Comb. RF/AR(1) suave,1.3932037756299833,0.044742872956658714,False
VEN,calma,LSTM(16),1.418982228475967,0.12095139638911853,False
VEN,calma,Ridge sobre rezagos,1.5391325605894195,0.017232351237789996,False
VEN,ruptura,LSTM(16),0.9629097183978532,,False
VEN,ruptura,Comb. LSTM/AR(1) suave,0.9646570088714035,,False
VEN,ruptura,Ingenuo,1.0,,False
VEN,ruptura,Deriva,1.0008690111643075,,False
VEN,ruptura,Ridge sobre rezagos,1.0667875323498606,,False
VEN,ruptura,"ARIMA(1,1,1)",1.0752704452519382,,False
VEN,ruptura,AR(1),1.0786215206940555,,False
VEN,ruptura,Comb. RF/AR(1) umbral min,1.0786215206940555,,False
VEN,ruptura,Random Forest,1.086984271090078,,False
VEN,ruptura,"ARMA(2,2)",1.1575225115178176,,False
VEN,ruptura,Comb. RF/AR(1) suave,1.3322826956418055,,False
VEN,ruptura,Comb. RF/AR(1) dura,1.3322826956418055,,False
VEN,ruptura,Comb. RF/ingenuo suave,1.3322826956418055,,False
