brazo,modelo,familia,origen,objetivo,paso,real,pronostico,error
B,Comb. LSTM/AR(1) suave,combinacion,2023Q3,2023Q4,1,1.3452326334443043,1.0857805685930921,-0.2594520648512122
B,Comb. RF/AR(1) umbral min,combinacion,2023Q3,2023Q4,1,1.3452326334443043,1.294048363344229,-0.05118427010007531
B,Ingenuo,referencia,2023Q4,2024Q1,1,0.7674425122822681,1.3452326334443043,0.5777901211620362
B,Deriva,referencia,2023Q4,2024Q1,1,0.7674425122822681,1.293196725110097,0.525754212827829
B,AR(1),Box-Jenkins,2023Q4,2024Q1,1,0.7674425122822681,2.042072102991093,1.274629590708825
B,"ARMA(2,2)",Box-Jenkins,2023Q4,2024Q1,1,0.7674425122822681,2.2376786817040775,1.4702361694218093
B,"ARIMA(1,1,1)",Box-Jenkins,2023Q4,2024Q1,1,0.7674425122822681,2.0422850090154503,1.2748424967331822
B,Ridge sobre rezagos,regularizado,2023Q4,2024Q1,1,0.7674425122822681,1.8691059834888595,1.1016634712065914
B,Random Forest,aprendizaje,2023Q4,2024Q1,1,0.7674425122822681,1.1698047849954947,0.40236227271322655
B,LSTM(16),red neuronal,2023Q4,2024Q1,1,0.7674425122822681,2.990166717025311,2.222724204743043
B,Comb. RF/AR(1) suave,combinacion,2023Q4,2024Q1,1,0.7674425122822681,1.2281144696412551,0.460671957358987
B,Comb. RF/AR(1) dura,combinacion,2023Q4,2024Q1,1,0.7674425122822681,2.042072102991093,1.274629590708825
B,Comb. RF/ingenuo suave,combinacion,2023Q4,2024Q1,1,0.7674425122822681,1.1990680616193548,0.43162554933708663
B,Comb. LSTM/AR(1) suave,combinacion,2023Q4,2024Q1,1,0.7674425122822681,2.5892618434966437,1.8218193312143756
B,Comb. RF/AR(1) umbral min,combinacion,2023Q4,2024Q1,1,0.7674425122822681,2.042072102991093,1.274629590708825
B,Ingenuo,referencia,2024Q1,2024Q2,1,1.3791731709176247,0.7674425122822681,-0.6117306586353566
B,Deriva,referencia,2024Q1,2024Q2,1,1.3791731709176247,0.7081044621032299,-0.6710687088143948
B,AR(1),Box-Jenkins,2024Q1,2024Q2,1,1.3791731709176247,1.628748311517251,0.24957514059962627
B,"ARMA(2,2)",Box-Jenkins,2024Q1,2024Q2,1,1.3791731709176247,2.0235331323691215,0.6443599614514968
B,"ARIMA(1,1,1)",Box-Jenkins,2024Q1,2024Q2,1,1.3791731709176247,1.6289936780189154,0.24982050710129067
B,Ridge sobre rezagos,regularizado,2024Q1,2024Q2,1,1.3791731709176247,1.2471292083489751,-0.1320439625686496
B,Random Forest,aprendizaje,2024Q1,2024Q2,1,1.3791731709176247,1.5571719176698764,0.1779987467522517
B,LSTM(16),red neuronal,2024Q1,2024Q2,1,1.3791731709176247,2.671873190262367,1.2927000193447422
B,Comb. RF/AR(1) suave,combinacion,2024Q1,2024Q2,1,1.3791731709176247,1.6510282569349057,0.27185508601728103
B,Comb. RF/AR(1) dura,combinacion,2024Q1,2024Q2,1,1.3791731709176247,1.628748311517251,0.24957514059962627
B,Comb. RF/ingenuo suave,combinacion,2024Q1,2024Q2,1,1.3791731709176247,1.5972836907616976,0.21811051984407293
B,Comb. LSTM/AR(1) suave,combinacion,2024Q1,2024Q2,1,1.3791731709176247,2.5950630824489784,1.2158899115313537
B,Comb. RF/AR(1) umbral min,combinacion,2024Q1,2024Q2,1,1.3791731709176247,1.628748311517251,0.24957514059962627
B,Ingenuo,referencia,2024Q2,2024Q3,1,1.646671834715141,1.3791731709176247,-0.2674986637975163
B,Deriva,referencia,2024Q2,2024Q3,1,1.646671834715141,1.3290278427771398,-0.3176439919380012
B,AR(1),Box-Jenkins,2024Q2,2024Q3,1,1.646671834715141,2.03764618677896,0.3909743520638189
B,"ARMA(2,2)",Box-Jenkins,2024Q2,2024Q3,1,1.646671834715141,2.5943718975431427,0.9477000628280017
B,"ARIMA(1,1,1)",Box-Jenkins,2024Q2,2024Q3,1,1.646671834715141,2.0378354960413914,0.39116366132625036
B,Ridge sobre rezagos,regularizado,2024Q2,2024Q3,1,1.646671834715141,2.212259449553901,0.5655876148387602
B,Random Forest,aprendizaje,2024Q2,2024Q3,1,1.646671834715141,2.0359590691877694,0.38928723447262836
B,LSTM(16),red neuronal,2024Q2,2024Q3,1,1.646671834715141,2.543011560582063,0.8963397258669219
B,Comb. RF/AR(1) suave,combinacion,2024Q2,2024Q3,1,1.646671834715141,1.7716115578875193,0.12493972317237834
B,Comb. RF/AR(1) dura,combinacion,2024Q2,2024Q3,1,1.646671834715141,1.7716115578875193,0.12493972317237834
B,Comb. RF/ingenuo suave,combinacion,2024Q2,2024Q3,1,1.646671834715141,1.7716115578875193,0.12493972317237834
B,Comb. LSTM/AR(1) suave,combinacion,2024Q2,2024Q3,1,1.646671834715141,2.559216026036033,0.912544191320892
B,Comb. RF/AR(1) umbral min,combinacion,2024Q2,2024Q3,1,1.646671834715141,2.03764618677896,0.3909743520638189
B,Ingenuo,referencia,2024Q3,2024Q4,1,2.6092237465990653,1.646671834715141,-0.9625519118839243
B,Deriva,referencia,2024Q3,2024Q4,1,2.6092237465990653,1.6008189929521968,-1.0084047536468685
B,AR(1),Box-Jenkins,2024Q3,2024Q4,1,2.6092237465990653,2.212093305795846,-0.39713044080321946
B,"ARMA(2,2)",Box-Jenkins,2024Q3,2024Q4,1,2.6092237465990653,2.8491985083639086,0.23997476176484334
B,"ARIMA(1,1,1)",Box-Jenkins,2024Q3,2024Q4,1,2.6092237465990653,2.2122579848624384,-0.3969657617366269
B,Ridge sobre rezagos,regularizado,2024Q3,2024Q4,1,2.6092237465990653,3.0620195422067376,0.45279579560767225
B,Random Forest,aprendizaje,2024Q3,2024Q4,1,2.6092237465990653,2.338351815240165,-0.2708719313589003
B,LSTM(16),red neuronal,2024Q3,2024Q4,1,2.6092237465990653,2.6879605278701533,0.07873678127108796
B,Comb. RF/AR(1) suave,combinacion,2024Q3,2024Q4,1,2.6092237465990653,1.8884812008417586,-0.7207425457573067
B,Comb. RF/AR(1) dura,combinacion,2024Q3,2024Q4,1,2.6092237465990653,1.8884812008417586,-0.7207425457573067
B,Comb. RF/ingenuo suave,combinacion,2024Q3,2024Q4,1,2.6092237465990653,1.8884812008417586,-0.7207425457573067
B,Comb. LSTM/AR(1) suave,combinacion,2024Q3,2024Q4,1,2.6092237465990653,2.580893083168504,-0.02833066343056112
B,Comb. RF/AR(1) umbral min,combinacion,2024Q3,2024Q4,1,2.6092237465990653,2.212093305795846,-0.39713044080321946
B,Ingenuo,referencia,2024Q4,2025Q1,1,2.4399951395960517,2.6092237465990653,0.16922860700301356
B,Deriva,referencia,2024Q4,2025Q1,1,2.4399951395960517,2.5768163015514127,0.13682116195536098
B,AR(1),Box-Jenkins,2024Q4,2025Q1,1,2.4399951395960517,2.869681101472615,0.4296859618765634
B,"ARMA(2,2)",Box-Jenkins,2024Q4,2025Q1,1,2.4399951395960517,3.544373986001213,1.1043788464051612
B,"ARIMA(1,1,1)",Box-Jenkins,2024Q4,2025Q1,1,2.4399951395960517,2.869758603838612,0.4297634642425603
B,Ridge sobre rezagos,regularizado,2024Q4,2025Q1,1,2.4399951395960517,3.743502526379572,1.30350738678352
B,Random Forest,aprendizaje,2024Q4,2025Q1,1,2.4399951395960517,2.148345056856342,-0.29165008273970994
B,LSTM(16),red neuronal,2024Q4,2025Q1,1,2.4399951395960517,3.1806075855748093,0.7406124459787575
B,Comb. RF/AR(1) suave,combinacion,2024Q4,2025Q1,1,2.4399951395960517,2.0342827215121226,-0.4057124180839291
B,Comb. RF/AR(1) dura,combinacion,2024Q4,2025Q1,1,2.4399951395960517,2.0342827215121226,-0.4057124180839291
B,Comb. RF/ingenuo suave,combinacion,2024Q4,2025Q1,1,2.4399951395960517,2.0342827215121226,-0.4057124180839291
B,Comb. LSTM/AR(1) suave,combinacion,2024Q4,2025Q1,1,2.4399951395960517,3.126432713150957,0.6864375735549051
B,Comb. RF/AR(1) umbral min,combinacion,2024Q4,2025Q1,1,2.4399951395960517,2.4719371601169753,0.03194202052092354
C,Ingenuo,referencia,2015Q4,2016Q1,1,2.5179614056105137,2.0351113199631676,-0.4828500856473461
C,Deriva,referencia,2015Q4,2016Q1,1,2.5179614056105137,1.9222303780334191,-0.5957310275770946
C,AR(1),Box-Jenkins,2015Q4,2016Q1,1,2.5179614056105137,2.411269226959633,-0.10669217865088054
C,"ARMA(2,2)",Box-Jenkins,2015Q4,2016Q1,1,2.5179614056105137,3.0728851818553276,0.5549237762448138
C,"ARIMA(1,1,1)",Box-Jenkins,2015Q4,2016Q1,1,2.5179614056105137,1.8535915167087458,-0.664369888901768
C,Ridge sobre rezagos,regularizado,2015Q4,2016Q1,1,2.5179614056105137,2.0566516262775325,-0.46130977933298123
C,Random Forest,aprendizaje,2015Q4,2016Q1,1,2.5179614056105137,3.7340004415124204,1.2160390359019067
C,LSTM(16),red neuronal,2015Q4,2016Q1,1,2.5179614056105137,3.4052823534162555,0.8873209478057418
C,Comb. RF/AR(1) suave,combinacion,2015Q4,2016Q1,1,2.5179614056105137,3.802061247436003,1.2840998418254892
C,Comb. RF/AR(1) dura,combinacion,2015Q4,2016Q1,1,2.5179614056105137,3.802061247436003,1.2840998418254892
C,Comb. RF/ingenuo suave,combinacion,2015Q4,2016Q1,1,2.5179614056105137,3.802061247436003,1.2840998418254892
C,Comb. LSTM/AR(1) suave,combinacion,2015Q4,2016Q1,1,2.5179614056105137,3.6195206128242354,1.1015592072137217
C,Comb. RF/AR(1) umbral min,combinacion,2015Q4,2016Q1,1,2.5179614056105137,2.445081014587813,-0.07288039102270094
C,Ingenuo,referencia,2016Q1,2016Q2,1,2.1488090225340484,2.5179614056105137,0.36915238307646536
C,Deriva,referencia,2016Q1,2016Q2,1,2.1488090225340484,2.4199737393701923,0.27116471683614396
C,AR(1),Box-Jenkins,2016Q1,2016Q2,1,2.1488090225340484,2.8097866397246216,0.6609776171905732
C,"ARMA(2,2)",Box-Jenkins,2016Q1,2016Q2,1,2.1488090225340484,2.109454479470105,-0.03935454306394348
C,"ARIMA(1,1,1)",Box-Jenkins,2016Q1,2016Q2,1,2.1488090225340484,2.5269878162213497,0.37817879368730134
C,Ridge sobre rezagos,regularizado,2016Q1,2016Q2,1,2.1488090225340484,3.2053349711407733,1.0565259486067249
C,Random Forest,aprendizaje,2016Q1,2016Q2,1,2.1488090225340484,3.2553034234589933,1.1064944009249449
C,LSTM(16),red neuronal,2016Q1,2016Q2,1,2.1488090225340484,3.348105090851379,1.1992960683173308
C,Comb. RF/AR(1) suave,combinacion,2016Q1,2016Q2,1,2.1488090225340484,3.7790327921739415,1.6302237696398931
C,Comb. RF/AR(1) dura,combinacion,2016Q1,2016Q2,1,2.1488090225340484,3.7790327921739415,1.6302237696398931
C,Comb. RF/ingenuo suave,combinacion,2016Q1,2016Q2,1,2.1488090225340484,3.7790327921739415,1.6302237696398931
C,Comb. LSTM/AR(1) suave,combinacion,2016Q1,2016Q2,1,2.1488090225340484,3.600575586638672,1.4517665641046236
C,Comb. RF/AR(1) umbral min,combinacion,2016Q1,2016Q2,1,2.1488090225340484,2.8728306296140476,0.7240216070799992
C,Ingenuo,referencia,2016Q2,2016Q3,1,1.4072812938285884,2.1488090225340484,0.74152772870546
C,Deriva,referencia,2016Q2,2016Q3,1,1.4072812938285884,2.044207582712358,0.6369262888837697
C,AR(1),Box-Jenkins,2016Q2,2016Q3,1,1.4072812938285884,2.476679724531463,1.0693984307028748
C,"ARMA(2,2)",Box-Jenkins,2016Q2,2016Q3,1,1.4072812938285884,2.3443993245258037,0.9371180306972153
C,"ARIMA(1,1,1)",Box-Jenkins,2016Q2,2016Q3,1,1.4072812938285884,2.1073040410753308,0.7000227472467424
C,Ridge sobre rezagos,regularizado,2016Q2,2016Q3,1,1.4072812938285884,2.7493883228856637,1.3421070290570754
C,Random Forest,aprendizaje,2016Q2,2016Q3,1,1.4072812938285884,3.36802581535489,1.9607445215263017
C,LSTM(16),red neuronal,2016Q2,2016Q3,1,1.4072812938285884,3.2509575019449986,1.8436762081164102
C,Comb. RF/AR(1) suave,combinacion,2016Q2,2016Q3,1,1.4072812938285884,3.598535132475482,2.191253838646894
C,Comb. RF/AR(1) dura,combinacion,2016Q2,2016Q3,1,1.4072812938285884,3.598535132475482,2.191253838646894
C,Comb. RF/ingenuo suave,combinacion,2016Q2,2016Q3,1,1.4072812938285884,3.598535132475482,2.191253838646894
C,Comb. LSTM/AR(1) suave,combinacion,2016Q2,2016Q3,1,1.4072812938285884,3.429898869436818,2.02261757560823
C,Comb. RF/AR(1) umbral min,combinacion,2016Q2,2016Q3,1,1.4072812938285884,3.598535132475482,2.191253838646894
C,Ingenuo,referencia,2016Q3,2016Q4,1,2.284162540770285,1.4072812938285884,-0.8768812469416964
C,Deriva,referencia,2016Q3,2016Q4,1,2.284162540770285,1.287514942366808,-0.9966475984034768
C,AR(1),Box-Jenkins,2016Q3,2016Q4,1,2.284162540770285,1.8035144786130366,-0.4806480621572482
C,"ARMA(2,2)",Box-Jenkins,2016Q3,2016Q4,1,2.284162540770285,2.332861236725069,0.04869869595478438
C,"ARIMA(1,1,1)",Box-Jenkins,2016Q3,2016Q4,1,2.284162540770285,1.3039524275692453,-0.9802101132010395
C,Ridge sobre rezagos,regularizado,2016Q3,2016Q4,1,2.284162540770285,2.91204852607531,0.6278859853050252
C,Random Forest,aprendizaje,2016Q3,2016Q4,1,2.284162540770285,2.5041305546621353,0.2199680138918505
C,LSTM(16),red neuronal,2016Q3,2016Q4,1,2.284162540770285,2.9948156893231443,0.7106531485528595
C,Comb. RF/AR(1) suave,combinacion,2016Q3,2016Q4,1,2.284162540770285,2.830726955173814,0.5465644144035293
C,Comb. RF/AR(1) dura,combinacion,2016Q3,2016Q4,1,2.284162540770285,2.830726955173814,0.5465644144035293
C,Comb. RF/ingenuo suave,combinacion,2016Q3,2016Q4,1,2.284162540770285,2.830726955173814,0.5465644144035293
C,Comb. LSTM/AR(1) suave,combinacion,2016Q3,2016Q4,1,2.284162540770285,2.6923685383244926,0.40820599755420783
C,Comb. RF/AR(1) umbral min,combinacion,2016Q3,2016Q4,1,2.284162540770285,2.830726955173814,0.5465644144035293
C,Ingenuo,referencia,2016Q4,2017Q1,1,1.190333209175054,2.284162540770285,1.0938293315952308
C,Deriva,referencia,2016Q4,2017Q1,1,1.190333209175054,2.187574040434167,0.9972408312591128
C,AR(1),Box-Jenkins,2016Q4,2017Q1,1,1.190333209175054,2.55981378118662,1.369480572011566
C,"ARMA(2,2)",Box-Jenkins,2016Q4,2017Q1,1,1.190333209175054,2.3994893863775566,1.2091561772025026
C,"ARIMA(1,1,1)",Box-Jenkins,2016Q4,2017Q1,1,1.190333209175054,2.35333161104619,1.162998401871136
C,Ridge sobre rezagos,regularizado,2016Q4,2017Q1,1,1.190333209175054,3.1348225899332203,1.9444893807581662
C,Random Forest,aprendizaje,2016Q4,2017Q1,1,1.190333209175054,2.4192108285311007,1.2288776193560467
C,LSTM(16),red neuronal,2016Q4,2017Q1,1,1.190333209175054,3.2108127275033276,2.0204795183282735
C,Comb. RF/AR(1) suave,combinacion,2016Q4,2017Q1,1,1.190333209175054,3.030864714797111,1.840531505622057
C,Comb. RF/AR(1) dura,combinacion,2016Q4,2017Q1,1,1.190333209175054,3.030864714797111,1.840531505622057
C,Comb. RF/ingenuo suave,combinacion,2016Q4,2017Q1,1,1.190333209175054,3.030864714797111,1.840531505622057
C,Comb. LSTM/AR(1) suave,combinacion,2016Q4,2017Q1,1,1.190333209175054,3.090989363345094,1.90065615417004
C,Comb. RF/AR(1) umbral min,combinacion,2016Q4,2017Q1,1,1.190333209175054,3.0239593877893682,1.8336261786143142
C,Ingenuo,referencia,2017Q1,2017Q2,1,1.2680395949557388,1.190333209175054,-0.07770638578068478
C,Deriva,referencia,2017Q1,2017Q2,1,1.2680395949557388,1.071080144492138,-0.19695945046360075
C,AR(1),Box-Jenkins,2017Q1,2017Q2,1,1.2680395949557388,1.5820505196559411,0.3140109247002023
C,"ARMA(2,2)",Box-Jenkins,2017Q1,2017Q2,1,1.2680395949557388,1.9416455898677554,0.6736059949120166
C,"ARIMA(1,1,1)",Box-Jenkins,2017Q1,2017Q2,1,1.2680395949557388,1.0984784812586534,-0.16956111369708537
C,Ridge sobre rezagos,regularizado,2017Q1,2017Q2,1,1.2680395949557388,2.419746531772462,1.1517069368167232
C,Random Forest,aprendizaje,2017Q1,2017Q2,1,1.2680395949557388,1.9947756428313137,0.7267360478755749
C,LSTM(16),red neuronal,2017Q1,2017Q2,1,1.2680395949557388,1.78587692484468,0.5178373298889412
C,Comb. RF/AR(1) suave,combinacion,2017Q1,2017Q2,1,1.2680395949557388,2.1702342818012177,0.9021946868454789
C,Comb. RF/AR(1) dura,combinacion,2017Q1,2017Q2,1,1.2680395949557388,2.1702342818012177,0.9021946868454789
C,Comb. RF/ingenuo suave,combinacion,2017Q1,2017Q2,1,1.2680395949557388,2.1702342818012177,0.9021946868454789
C,Comb. LSTM/AR(1) suave,combinacion,2017Q1,2017Q2,1,1.2680395949557388,2.4186857229668353,1.1506461280110964
C,Comb. RF/AR(1) umbral min,combinacion,2017Q1,2017Q2,1,1.2680395949557388,2.123452873596185,0.8554132786404463
C,Ingenuo,referencia,2017Q2,2017Q3,1,1.6614360553568686,1.2680395949557388,-0.39339646040112974
C,Deriva,referencia,2017Q2,2017Q3,1,1.6614360553568686,1.1531634069497916,-0.508272648407077
C,AR(1),Box-Jenkins,2017Q2,2017Q3,1,1.6614360553568686,1.6264787550131525,-0.034957300343716025
C,"ARMA(2,2)",Box-Jenkins,2017Q2,2017Q3,1,1.6614360553568686,1.2145082875917046,-0.44692776776516396
C,"ARIMA(1,1,1)",Box-Jenkins,2017Q2,2017Q3,1,1.6614360553568686,1.2468564934548878,-0.41457956190198075
C,Ridge sobre rezagos,regularizado,2017Q2,2017Q3,1,1.6614360553568686,2.2330729715106896,0.5716369161538211
C,Random Forest,aprendizaje,2017Q2,2017Q3,1,1.6614360553568686,1.972617653067049,0.3111815977101804
C,LSTM(16),red neuronal,2017Q2,2017Q3,1,1.6614360553568686,1.4278826742679365,-0.2335533810889321
C,Comb. RF/AR(1) suave,combinacion,2017Q2,2017Q3,1,1.6614360553568686,1.791679879894615,0.1302438245377464
C,Comb. RF/AR(1) dura,combinacion,2017Q2,2017Q3,1,1.6614360553568686,1.791679879894615,0.1302438245377464
C,Comb. RF/ingenuo suave,combinacion,2017Q2,2017Q3,1,1.6614360553568686,1.791679879894615,0.1302438245377464
C,Comb. LSTM/AR(1) suave,combinacion,2017Q2,2017Q3,1,1.6614360553568686,2.4007534943802735,0.739317439023405
C,Comb. RF/AR(1) umbral min,combinacion,2017Q2,2017Q3,1,1.6614360553568686,1.758106686897635,0.09667063154076638
C,Ingenuo,referencia,2017Q3,2017Q4,1,1.316538387957289,1.6614360553568686,0.3448976673995796
C,Deriva,referencia,2017Q3,2017Q4,1,1.316538387957289,1.5576092727510753,0.24107088479378636
C,AR(1),Box-Jenkins,2017Q3,2017Q4,1,1.316538387957289,1.9602468968287061,0.6437085088714172
C,"ARMA(2,2)",Box-Jenkins,2017Q3,2017Q4,1,1.316538387957289,1.8883700713119203,0.5718316833546313
C,"ARIMA(1,1,1)",Box-Jenkins,2017Q3,2017Q4,1,1.316538387957289,1.6938339723804319,0.3772955844231429
C,Ridge sobre rezagos,regularizado,2017Q3,2017Q4,1,1.316538387957289,2.300547958192466,0.9840095702351772
C,Random Forest,aprendizaje,2017Q3,2017Q4,1,1.316538387957289,1.7987930838582444,0.4822546959009555
C,LSTM(16),red neuronal,2017Q3,2017Q4,1,1.316538387957289,2.143040709885583,0.8265023219282939
C,Comb. RF/AR(1) suave,combinacion,2017Q3,2017Q4,1,1.316538387957289,1.7082278694040618,0.39168948144677285
C,Comb. RF/AR(1) dura,combinacion,2017Q3,2017Q4,1,1.316538387957289,1.7082278694040618,0.39168948144677285
C,Comb. RF/ingenuo suave,combinacion,2017Q3,2017Q4,1,1.316538387957289,1.7082278694040618,0.39168948144677285
C,Comb. LSTM/AR(1) suave,combinacion,2017Q3,2017Q4,1,1.316538387957289,2.694826413290493,1.378288025333204
C,Comb. RF/AR(1) umbral min,combinacion,2017Q3,2017Q4,1,1.316538387957289,1.7265019896301341,0.4099636016728452
C,Ingenuo,referencia,2017Q4,2018Q1,1,1.7665257614006835,1.316538387957289,-0.44998737344339457
C,Deriva,referencia,2017Q4,2018Q1,1,1.7665257614006835,1.2075824375899258,-0.5589433238107577
C,AR(1),Box-Jenkins,2017Q4,2018Q1,1,1.7665257614006835,1.6356620090909746,-0.13086375230970893
C,"ARMA(2,2)",Box-Jenkins,2017Q4,2018Q1,1,1.7665257614006835,2.441264753235619,0.6747389918349356
C,"ARIMA(1,1,1)",Box-Jenkins,2017Q4,2018Q1,1,1.7665257614006835,1.2930950032217576,-0.4734307581789259
C,Ridge sobre rezagos,regularizado,2017Q4,2018Q1,1,1.7665257614006835,2.71030155006579,0.9437757886651066
C,Random Forest,aprendizaje,2017Q4,2018Q1,1,1.7665257614006835,1.5628507505933962,-0.20367501080728734
C,LSTM(16),red neuronal,2017Q4,2018Q1,1,1.7665257614006835,1.1855921922378547,-0.5809335691628288
C,Comb. RF/AR(1) suave,combinacion,2017Q4,2018Q1,1,1.7665257614006835,1.605700791984684,-0.16082496941599955
C,Comb. RF/AR(1) dura,combinacion,2017Q4,2018Q1,1,1.7665257614006835,1.605700791984684,-0.16082496941599955
C,Comb. RF/ingenuo suave,combinacion,2017Q4,2018Q1,1,1.7665257614006835,1.605700791984684,-0.16082496941599955
C,Comb. LSTM/AR(1) suave,combinacion,2017Q4,2018Q1,1,1.7665257614006835,1.9125964625745158,0.14607070117383225
C,Comb. RF/AR(1) umbral min,combinacion,2017Q4,2018Q1,1,1.7665257614006835,1.605700791984684,-0.16082496941599955
C,Ingenuo,referencia,2018Q1,2018Q2,1,2.762306284798255,1.7665257614006835,-0.9957805233975714
C,Deriva,referencia,2018Q1,2018Q2,1,2.762306284798255,1.669214463612711,-1.0930918211855438
C,AR(1),Box-Jenkins,2018Q1,2018Q2,1,2.762306284798255,2.024523093776091,-0.7377831910221637
C,"ARMA(2,2)",Box-Jenkins,2018Q1,2018Q2,1,2.762306284798255,2.0887802915490448,-0.6735259932492101
C,"ARIMA(1,1,1)",Box-Jenkins,2018Q1,2018Q2,1,2.762306284798255,1.8023184295254542,-0.9599878552728007
C,Ridge sobre rezagos,regularizado,2018Q1,2018Q2,1,2.762306284798255,2.506833268080177,-0.25547301671807787
C,Random Forest,aprendizaje,2018Q1,2018Q2,1,2.762306284798255,1.6948862891108663,-1.0674199956873887
C,LSTM(16),red neuronal,2018Q1,2018Q2,1,2.762306284798255,1.9317308384741412,-0.8305754463241137
C,Comb. RF/AR(1) suave,combinacion,2018Q1,2018Q2,1,2.762306284798255,1.697556298333923,-1.064749986464332
C,Comb. RF/AR(1) dura,combinacion,2018Q1,2018Q2,1,2.762306284798255,1.697556298333923,-1.064749986464332
C,Comb. RF/ingenuo suave,combinacion,2018Q1,2018Q2,1,2.762306284798255,1.697556298333923,-1.064749986464332
C,Comb. LSTM/AR(1) suave,combinacion,2018Q1,2018Q2,1,2.762306284798255,2.225073112639964,-0.5372331721582908
C,Comb. RF/AR(1) umbral min,combinacion,2018Q1,2018Q2,1,2.762306284798255,1.6986632486949023,-1.0636430361033526
C,Ingenuo,referencia,2018Q2,2018Q3,1,2.9364946780351397,2.762306284798255,-0.17418839323688484
C,Deriva,referencia,2018Q2,2018Q3,1,2.9364946780351397,2.687302983361008,-0.24919169467413171
C,AR(1),Box-Jenkins,2018Q2,2018Q3,1,2.9364946780351397,2.8936161782002103,-0.04287849983492942
C,"ARMA(2,2)",Box-Jenkins,2018Q2,2018Q3,1,2.9364946780351397,2.694874172980355,-0.24162050505478483
C,"ARIMA(1,1,1)",Box-Jenkins,2018Q2,2018Q3,1,2.9364946780351397,2.8833153507542195,-0.05317932728092023
C,Ridge sobre rezagos,regularizado,2018Q2,2018Q3,1,2.9364946780351397,3.557038902949777,0.6205442249146373
C,Random Forest,aprendizaje,2018Q2,2018Q3,1,2.9364946780351397,2.658851113083522,-0.2776435649516178
C,LSTM(16),red neuronal,2018Q2,2018Q3,1,2.9364946780351397,2.838427492327554,-0.09806718570758566
C,Comb. RF/AR(1) suave,combinacion,2018Q2,2018Q3,1,2.9364946780351397,2.746479650509367,-0.1900150275257726
C,Comb. RF/AR(1) dura,combinacion,2018Q2,2018Q3,1,2.9364946780351397,2.746479650509367,-0.1900150275257726
C,Comb. RF/ingenuo suave,combinacion,2018Q2,2018Q3,1,2.9364946780351397,2.746479650509367,-0.1900150275257726
C,Comb. LSTM/AR(1) suave,combinacion,2018Q2,2018Q3,1,2.9364946780351397,3.197426368525185,0.2609316904900454
C,Comb. RF/AR(1) umbral min,combinacion,2018Q2,2018Q3,1,2.9364946780351397,2.7585074672690113,-0.17798721076612845
C,Ingenuo,referencia,2018Q3,2018Q4,1,2.784033066328706,2.9364946780351397,0.1524616117064337
C,Deriva,referencia,2018Q3,2018Q4,1,2.784033066328706,2.8664752104913753,0.08244214416266926
C,AR(1),Box-Jenkins,2018Q3,2018Q4,1,2.784033066328706,3.0413037629530413,0.2572706966243352
C,"ARMA(2,2)",Box-Jenkins,2018Q3,2018Q4,1,2.784033066328706,3.714559788087195,0.9305267217584889
C,"ARIMA(1,1,1)",Box-Jenkins,2018Q3,2018Q4,1,2.784033066328706,3.0326461424585474,0.2486130761298413
C,Ridge sobre rezagos,regularizado,2018Q3,2018Q4,1,2.784033066328706,3.7299239095379564,0.9458908432092503
C,Random Forest,aprendizaje,2018Q3,2018Q4,1,2.784033066328706,3.0203504501503167,0.2363173838216106
C,LSTM(16),red neuronal,2018Q3,2018Q4,1,2.784033066328706,3.3995097229123292,0.6154766565836232
C,Comb. RF/AR(1) suave,combinacion,2018Q3,2018Q4,1,2.784033066328706,3.1858292791335687,0.40179621280486266
C,Comb. RF/AR(1) dura,combinacion,2018Q3,2018Q4,1,2.784033066328706,3.1858292791335687,0.40179621280486266
C,Comb. RF/ingenuo suave,combinacion,2018Q3,2018Q4,1,2.784033066328706,3.1858292791335687,0.40179621280486266
C,Comb. LSTM/AR(1) suave,combinacion,2018Q3,2018Q4,1,2.784033066328706,3.804317663224679,1.0202845968959728
C,Comb. RF/AR(1) umbral min,combinacion,2018Q3,2018Q4,1,2.784033066328706,3.1617858402425885,0.3777527739138824
C,Ingenuo,referencia,2018Q4,2019Q1,1,3.537414440203701,2.784033066328706,-0.753381373874995
C,Deriva,referencia,2018Q4,2019Q1,1,3.537414440203701,2.712397086154301,-0.8250173540493999
C,AR(1),Box-Jenkins,2018Q4,2019Q1,1,3.537414440203701,2.906597606410398,-0.6308168337933031
C,"ARMA(2,2)",Box-Jenkins,2018Q4,2019Q1,1,3.537414440203701,3.2928082672348635,-0.24460617296883758
C,"ARIMA(1,1,1)",Box-Jenkins,2018Q4,2019Q1,1,3.537414440203701,2.8969569710699274,-0.6404574691337737
C,Ridge sobre rezagos,regularizado,2018Q4,2019Q1,1,3.537414440203701,3.476798946340879,-0.060615493862822056
C,Random Forest,aprendizaje,2018Q4,2019Q1,1,3.537414440203701,2.885820099115191,-0.6515943410885101
C,LSTM(16),red neuronal,2018Q4,2019Q1,1,3.537414440203701,3.1620259865807583,-0.3753884536229428
C,Comb. RF/AR(1) suave,combinacion,2018Q4,2019Q1,1,3.537414440203701,3.0022016837852536,-0.5352127564184475
C,Comb. RF/AR(1) dura,combinacion,2018Q4,2019Q1,1,3.537414440203701,3.0022016837852536,-0.5352127564184475
C,Comb. RF/ingenuo suave,combinacion,2018Q4,2019Q1,1,3.537414440203701,3.0022016837852536,-0.5352127564184475
