brazo,modelo,familia,origen,objetivo,paso,real,pronostico,error
B,Comb. RF/ingenuo suave,combinacion,2019Q1,2019Q2,1,3.482909017523328,2.987985107665431,-0.494923909857897
B,Comb. LSTM/AR(1) suave,combinacion,2019Q1,2019Q2,1,3.482909017523328,3.1157236426665573,-0.3671853748567706
B,Comb. RF/AR(1) umbral min,combinacion,2019Q1,2019Q2,1,3.482909017523328,2.987985107665431,-0.494923909857897
B,Ingenuo,referencia,2019Q2,2019Q3,1,3.0537923562364844,3.482909017523328,0.42911666128684356
B,Deriva,referencia,2019Q2,2019Q3,1,3.0537923562364844,3.4535340532280507,0.39974169699156636
B,AR(1),Box-Jenkins,2019Q2,2019Q3,1,3.0537923562364844,3.5180160892709624,0.46422373303447806
B,"ARMA(2,2)",Box-Jenkins,2019Q2,2019Q3,1,3.0537923562364844,3.280438001440099,0.22664564520361452
B,"ARIMA(1,1,1)",Box-Jenkins,2019Q2,2019Q3,1,3.0537923562364844,3.5151001081829087,0.46130775194642437
B,Ridge sobre rezagos,regularizado,2019Q2,2019Q3,1,3.0537923562364844,3.3574080239201542,0.3036156676836699
B,Random Forest,aprendizaje,2019Q2,2019Q3,1,3.0537923562364844,3.2461892573692257,0.19239690113274133
B,LSTM(16),red neuronal,2019Q2,2019Q3,1,3.0537923562364844,3.929423412369386,0.8756310561329017
B,Comb. RF/AR(1) suave,combinacion,2019Q2,2019Q3,1,3.0537923562364844,3.193704289124008,0.1399119328875238
B,Comb. RF/AR(1) dura,combinacion,2019Q2,2019Q3,1,3.0537923562364844,3.193704289124008,0.1399119328875238
B,Comb. RF/ingenuo suave,combinacion,2019Q2,2019Q3,1,3.0537923562364844,3.193704289124008,0.1399119328875238
B,Comb. LSTM/AR(1) suave,combinacion,2019Q2,2019Q3,1,3.0537923562364844,3.8701435301232796,0.8163511738867952
B,Comb. RF/AR(1) umbral min,combinacion,2019Q2,2019Q3,1,3.0537923562364844,3.193704289124008,0.1399119328875238
B,Ingenuo,referencia,2019Q3,2019Q4,1,2.7838828741452826,3.0537923562364844,0.2699094820912018
B,Deriva,referencia,2019Q3,2019Q4,1,2.7838828741452826,3.017014767922845,0.23313189377756238
B,AR(1),Box-Jenkins,2019Q3,2019Q4,1,2.7838828741452826,3.1480332380459233,0.3641503639006407
B,"ARMA(2,2)",Box-Jenkins,2019Q3,2019Q4,1,2.7838828741452826,3.5023881474511276,0.718505273305845
B,"ARIMA(1,1,1)",Box-Jenkins,2019Q3,2019Q4,1,2.7838828741452826,3.036433146936846,0.2525502727915634
B,Ridge sobre rezagos,regularizado,2019Q3,2019Q4,1,2.7838828741452826,3.7166424953608415,0.9327596212155589
B,Random Forest,aprendizaje,2019Q3,2019Q4,1,2.7838828741452826,3.0128944980129413,0.22901162386765872
B,LSTM(16),red neuronal,2019Q3,2019Q4,1,2.7838828741452826,3.2382583907445195,0.4543755165992369
B,Comb. RF/AR(1) suave,combinacion,2019Q3,2019Q4,1,2.7838828741452826,3.096865020565107,0.3129821464198246
B,Comb. RF/AR(1) dura,combinacion,2019Q3,2019Q4,1,2.7838828741452826,3.096865020565107,0.3129821464198246
B,Comb. RF/ingenuo suave,combinacion,2019Q3,2019Q4,1,2.7838828741452826,3.096865020565107,0.3129821464198246
B,Comb. LSTM/AR(1) suave,combinacion,2019Q3,2019Q4,1,2.7838828741452826,3.4387742620989004,0.6548913879536178
B,Comb. RF/AR(1) umbral min,combinacion,2019Q3,2019Q4,1,2.7838828741452826,3.096865020565107,0.3129821464198246
B,Ingenuo,referencia,2019Q4,2020Q1,1,-0.10850053800636195,2.7838828741452826,2.8923834121516445
B,Deriva,referencia,2019Q4,2020Q1,1,-0.10850053800636195,2.7428665241265966,2.8513670621329585
B,AR(1),Box-Jenkins,2019Q4,2020Q1,1,-0.10850053800636195,2.912795232217466,3.021295770223828
B,"ARMA(2,2)",Box-Jenkins,2019Q4,2020Q1,1,-0.10850053800636195,2.911206632313463,3.019707170319825
B,"ARIMA(1,1,1)",Box-Jenkins,2019Q4,2020Q1,1,-0.10850053800636195,2.764920137790908,2.87342067579727
B,Ridge sobre rezagos,regularizado,2019Q4,2020Q1,1,-0.10850053800636195,3.055195419559039,3.163695957565401
B,Random Forest,aprendizaje,2019Q4,2020Q1,1,-0.10850053800636195,2.571452478480133,2.679953016486495
B,LSTM(16),red neuronal,2019Q4,2020Q1,1,-0.10850053800636195,3.2103370038489545,3.3188375418553164
B,Comb. RF/AR(1) suave,combinacion,2019Q4,2020Q1,1,-0.10850053800636195,2.818770501844921,2.927271039851283
B,Comb. RF/AR(1) dura,combinacion,2019Q4,2020Q1,1,-0.10850053800636195,2.818770501844921,2.927271039851283
B,Comb. RF/ingenuo suave,combinacion,2019Q4,2020Q1,1,-0.10850053800636195,2.818770501844921,2.927271039851283
B,Comb. LSTM/AR(1) suave,combinacion,2019Q4,2020Q1,1,-0.10850053800636195,2.767793991713588,2.87629452971995
B,Comb. RF/AR(1) umbral min,combinacion,2019Q4,2020Q1,1,-0.10850053800636195,2.8199406745470825,2.9284412125534445
B,Ingenuo,referencia,2020Q1,2020Q2,1,-16.631791410552722,-0.10850053800636195,16.52329087254636
B,Deriva,referencia,2020Q1,2020Q2,1,-16.631791410552722,-0.20043415699170805,16.431357253561014
B,AR(1),Box-Jenkins,2020Q1,2020Q2,1,-16.631791410552722,0.3607769391107144,16.992568349663436
B,"ARMA(2,2)",Box-Jenkins,2020Q1,2020Q2,1,-16.631791410552722,0.09161491496629204,16.723406325519015
B,"ARIMA(1,1,1)",Box-Jenkins,2020Q1,2020Q2,1,-16.631791410552722,0.25565521391628243,16.887446624469003
B,Ridge sobre rezagos,regularizado,2020Q1,2020Q2,1,-16.631791410552722,0.15459591990148214,16.786387330454204
B,Random Forest,aprendizaje,2020Q1,2020Q2,1,-16.631791410552722,1.4660047262997669,18.097796136852487
B,LSTM(16),red neuronal,2020Q1,2020Q2,1,-16.631791410552722,0.5971209494879082,17.22891236004063
B,Comb. RF/AR(1) suave,combinacion,2020Q1,2020Q2,1,-16.631791410552722,1.300794963602562,17.932586374155285
B,Comb. RF/AR(1) dura,combinacion,2020Q1,2020Q2,1,-16.631791410552722,0.3607769391107144,16.992568349663436
B,Comb. RF/ingenuo suave,combinacion,2020Q1,2020Q2,1,-16.631791410552722,1.2618521506572438,17.893643561209966
B,Comb. LSTM/AR(1) suave,combinacion,2020Q1,2020Q2,1,-16.631791410552722,0.6657487524943999,17.297540163047124
B,Comb. RF/AR(1) umbral min,combinacion,2020Q1,2020Q2,1,-16.631791410552722,0.3607769391107144,16.992568349663436
B,Ingenuo,referencia,2020Q2,2020Q3,1,-8.929055044023348,-16.631791410552722,-7.702736366529374
B,Deriva,referencia,2020Q2,2020Q3,1,-8.929055044023348,-17.01199445503914,-8.082939411015792
B,AR(1),Box-Jenkins,2020Q2,2020Q3,1,-8.929055044023348,-20.102329791178054,-11.173274747154705
B,"ARMA(2,2)",Box-Jenkins,2020Q2,2020Q3,1,-8.929055044023348,-31.698949694089638,-22.76989465006629
B,"ARIMA(1,1,1)",Box-Jenkins,2020Q2,2020Q3,1,-8.929055044023348,-28.39007084270364,-19.461015798680293
B,Ridge sobre rezagos,regularizado,2020Q2,2020Q3,1,-8.929055044023348,-30.594769432418403,-21.665714388395052
B,Random Forest,aprendizaje,2020Q2,2020Q3,1,-8.929055044023348,-9.88176688082424,-0.9527118368008907
B,LSTM(16),red neuronal,2020Q2,2020Q3,1,-8.929055044023348,-2.180492719190298,6.748562324833051
B,Comb. RF/AR(1) suave,combinacion,2020Q2,2020Q3,1,-8.929055044023348,-20.102329791178054,-11.173274747154705
B,Comb. RF/AR(1) dura,combinacion,2020Q2,2020Q3,1,-8.929055044023348,-20.102329791178054,-11.173274747154705
B,Comb. RF/ingenuo suave,combinacion,2020Q2,2020Q3,1,-8.929055044023348,-16.631791410552722,-7.702736366529374
B,Comb. LSTM/AR(1) suave,combinacion,2020Q2,2020Q3,1,-8.929055044023348,-20.102329791178054,-11.173274747154705
B,Comb. RF/AR(1) umbral min,combinacion,2020Q2,2020Q3,1,-8.929055044023348,-20.102329791178054,-11.173274747154705
B,Ingenuo,referencia,2020Q3,2020Q4,1,-3.461144018552298,-8.929055044023348,-5.46791102547105
B,Deriva,referencia,2020Q3,2020Q4,1,-3.461144018552298,-9.169897064181907,-5.708753045629608
B,AR(1),Box-Jenkins,2020Q3,2020Q4,1,-3.461144018552298,-6.676236483747551,-3.215092465195253
B,"ARMA(2,2)",Box-Jenkins,2020Q3,2020Q4,1,-3.461144018552298,-5.913761850324371,-2.452617831772073
B,"ARIMA(1,1,1)",Box-Jenkins,2020Q3,2020Q4,1,-3.461144018552298,-10.677002584879379,-7.21585856632708
B,Ridge sobre rezagos,regularizado,2020Q3,2020Q4,1,-3.461144018552298,-10.688785907559408,-7.22764188900711
B,Random Forest,aprendizaje,2020Q3,2020Q4,1,-3.461144018552298,-10.26404017705687,-6.802896158504572
B,LSTM(16),red neuronal,2020Q3,2020Q4,1,-3.461144018552298,-3.0793367720243507,0.3818072465279472
B,Comb. RF/AR(1) suave,combinacion,2020Q3,2020Q4,1,-3.461144018552298,-6.676236483747551,-3.215092465195253
B,Comb. RF/AR(1) dura,combinacion,2020Q3,2020Q4,1,-3.461144018552298,-6.676236483747551,-3.215092465195253
B,Comb. RF/ingenuo suave,combinacion,2020Q3,2020Q4,1,-3.461144018552298,-8.929055044023348,-5.46791102547105
B,Comb. LSTM/AR(1) suave,combinacion,2020Q3,2020Q4,1,-3.461144018552298,-6.676236483747551,-3.215092465195253
B,Comb. RF/AR(1) umbral min,combinacion,2020Q3,2020Q4,1,-3.461144018552298,-6.676236483747551,-3.215092465195253
B,Ingenuo,referencia,2020Q4,2021Q1,1,1.6971978125463139,-3.461144018552298,-5.158341831098612
B,Deriva,referencia,2020Q4,2021Q1,1,1.6971978125463139,-3.605227512513744,-5.302425325060058
B,AR(1),Box-Jenkins,2020Q4,2021Q1,1,1.6971978125463139,-1.925281529286631,-3.622479341832945
B,"ARMA(2,2)",Box-Jenkins,2020Q4,2021Q1,1,1.6971978125463139,-2.279556942846384,-3.976754755392698
B,"ARIMA(1,1,1)",Box-Jenkins,2020Q4,2021Q1,1,1.6971978125463139,-2.736503016851856,-4.43370082939817
B,Ridge sobre rezagos,regularizado,2020Q4,2021Q1,1,1.6971978125463139,-5.014139450004912,-6.7113372625512255
B,Random Forest,aprendizaje,2020Q4,2021Q1,1,1.6971978125463139,-6.718319465076061,-8.415517277622374
B,LSTM(16),red neuronal,2020Q4,2021Q1,1,1.6971978125463139,-1.7023081632004824,-3.3995059757467962
B,Comb. RF/AR(1) suave,combinacion,2020Q4,2021Q1,1,1.6971978125463139,-1.925281529286631,-3.622479341832945
B,Comb. RF/AR(1) dura,combinacion,2020Q4,2021Q1,1,1.6971978125463139,-1.925281529286631,-3.622479341832945
B,Comb. RF/ingenuo suave,combinacion,2020Q4,2021Q1,1,1.6971978125463139,-3.461144018552298,-5.158341831098612
B,Comb. LSTM/AR(1) suave,combinacion,2020Q4,2021Q1,1,1.6971978125463139,-1.925281529286631,-3.622479341832945
B,Comb. RF/AR(1) umbral min,combinacion,2020Q4,2021Q1,1,1.6971978125463139,-1.925281529286631,-3.622479341832945
B,Ingenuo,referencia,2021Q1,2021Q2,1,17.854867520359452,1.6971978125463139,-16.157669707813138
B,Deriva,referencia,2021Q1,2021Q2,1,17.854867520359452,1.6414880740025355,-16.213379446356917
B,AR(1),Box-Jenkins,2021Q1,2021Q2,1,17.854867520359452,2.035738949770698,-15.819128570588754
B,"ARMA(2,2)",Box-Jenkins,2021Q1,2021Q2,1,17.854867520359452,3.6168722330740786,-14.237995287285374
B,"ARIMA(1,1,1)",Box-Jenkins,2021Q1,2021Q2,1,17.854867520359452,1.2943161026739767,-16.560551417685474
B,Ridge sobre rezagos,regularizado,2021Q1,2021Q2,1,17.854867520359452,10.351717183298389,-7.503150337061063
B,Random Forest,aprendizaje,2021Q1,2021Q2,1,17.854867520359452,1.7082451294961716,-16.146622390863282
B,LSTM(16),red neuronal,2021Q1,2021Q2,1,17.854867520359452,1.7741356574921472,-16.080731862867303
B,Comb. RF/AR(1) suave,combinacion,2021Q1,2021Q2,1,17.854867520359452,2.035738949770698,-15.819128570588754
B,Comb. RF/AR(1) dura,combinacion,2021Q1,2021Q2,1,17.854867520359452,2.035738949770698,-15.819128570588754
B,Comb. RF/ingenuo suave,combinacion,2021Q1,2021Q2,1,17.854867520359452,1.6971978125463139,-16.157669707813138
B,Comb. LSTM/AR(1) suave,combinacion,2021Q1,2021Q2,1,17.854867520359452,2.035738949770698,-15.819128570588754
B,Comb. RF/AR(1) umbral min,combinacion,2021Q1,2021Q2,1,17.854867520359452,2.035738949770698,-15.819128570588754
B,Ingenuo,referencia,2021Q2,2021Q3,1,12.863933671210148,17.854867520359452,4.990933849149304
B,Deriva,referencia,2021Q2,2021Q3,1,12.863933671210148,18.064950887493655,5.201017216283507
B,AR(1),Box-Jenkins,2021Q2,2021Q3,1,12.863933671210148,13.53329207290025,0.6693584016901024
B,"ARMA(2,2)",Box-Jenkins,2021Q2,2021Q3,1,12.863933671210148,19.7092487953929,6.845315124182751
B,"ARIMA(1,1,1)",Box-Jenkins,2021Q2,2021Q3,1,12.863933671210148,20.85737388438445,7.993440213174303
B,Ridge sobre rezagos,regularizado,2021Q2,2021Q3,1,12.863933671210148,11.156281307484312,-1.7076523637258365
B,Random Forest,aprendizaje,2021Q2,2021Q3,1,12.863933671210148,11.083799677112877,-1.7801339940972714
B,LSTM(16),red neuronal,2021Q2,2021Q3,1,12.863933671210148,11.186712263987651,-1.677221407222497
B,Comb. RF/AR(1) suave,combinacion,2021Q2,2021Q3,1,12.863933671210148,13.53329207290025,0.6693584016901024
B,Comb. RF/AR(1) dura,combinacion,2021Q2,2021Q3,1,12.863933671210148,13.53329207290025,0.6693584016901024
B,Comb. RF/ingenuo suave,combinacion,2021Q2,2021Q3,1,12.863933671210148,17.854867520359452,4.990933849149304
B,Comb. LSTM/AR(1) suave,combinacion,2021Q2,2021Q3,1,12.863933671210148,13.53329207290025,0.6693584016901024
B,Comb. RF/AR(1) umbral min,combinacion,2021Q2,2021Q3,1,12.863933671210148,13.53329207290025,0.6693584016901024
B,Ingenuo,referencia,2021Q3,2021Q4,1,10.155962558474796,12.863933671210148,2.7079711127353523
B,Deriva,referencia,2021Q3,2021Q4,1,10.155962558474796,12.990129663888167,2.8341671054133712
B,AR(1),Box-Jenkins,2021Q3,2021Q4,1,10.155962558474796,9.97349958027812,-0.18246297819667667
B,"ARMA(2,2)",Box-Jenkins,2021Q3,2021Q4,1,10.155962558474796,8.703581355011087,-1.452381203463709
B,"ARIMA(1,1,1)",Box-Jenkins,2021Q3,2021Q4,1,10.155962558474796,9.972483913542067,-0.18347864493272859
B,Ridge sobre rezagos,regularizado,2021Q3,2021Q4,1,10.155962558474796,6.841429175758186,-3.3145333827166095
B,Random Forest,aprendizaje,2021Q3,2021Q4,1,10.155962558474796,9.47504513555834,-0.6809174229164565
B,LSTM(16),red neuronal,2021Q3,2021Q4,1,10.155962558474796,12.06658651146011,1.9106239529853148
B,Comb. RF/AR(1) suave,combinacion,2021Q3,2021Q4,1,10.155962558474796,9.97349958027812,-0.18246297819667667
B,Comb. RF/AR(1) dura,combinacion,2021Q3,2021Q4,1,10.155962558474796,9.97349958027812,-0.18246297819667667
B,Comb. RF/ingenuo suave,combinacion,2021Q3,2021Q4,1,10.155962558474796,12.863933671210148,2.7079711127353523
B,Comb. LSTM/AR(1) suave,combinacion,2021Q3,2021Q4,1,10.155962558474796,9.97349958027812,-0.18246297819667667
B,Comb. RF/AR(1) umbral min,combinacion,2021Q3,2021Q4,1,10.155962558474796,9.97349958027812,-0.18246297819667667
B,Ingenuo,referencia,2021Q4,2022Q1,1,7.078827374919716,10.155962558474796,3.0771351835550798
B,Deriva,referencia,2021Q4,2022Q1,1,7.078827374919716,10.237171771701808,3.158344396782092
B,AR(1),Box-Jenkins,2021Q4,2022Q1,1,7.078827374919716,8.134337083443672,1.0555097085239558
B,"ARMA(2,2)",Box-Jenkins,2021Q4,2022Q1,1,7.078827374919716,7.950341294043781,0.8715139191240651
B,"ARIMA(1,1,1)",Box-Jenkins,2021Q4,2022Q1,1,7.078827374919716,9.943527032313812,2.8646996573940955
B,Ridge sobre rezagos,regularizado,2021Q4,2022Q1,1,7.078827374919716,5.153961413501237,-1.9248659614184795
B,Random Forest,aprendizaje,2021Q4,2022Q1,1,7.078827374919716,8.278614935121048,1.1997875602013321
B,LSTM(16),red neuronal,2021Q4,2022Q1,1,7.078827374919716,10.599615066451488,3.5207876915317717
B,Comb. RF/AR(1) suave,combinacion,2021Q4,2022Q1,1,7.078827374919716,8.134337083443672,1.0555097085239558
B,Comb. RF/AR(1) dura,combinacion,2021Q4,2022Q1,1,7.078827374919716,8.134337083443672,1.0555097085239558
B,Comb. RF/ingenuo suave,combinacion,2021Q4,2022Q1,1,7.078827374919716,10.155962558474796,3.0771351835550798
B,Comb. LSTM/AR(1) suave,combinacion,2021Q4,2022Q1,1,7.078827374919716,8.134337083443672,1.0555097085239558
B,Comb. RF/AR(1) umbral min,combinacion,2021Q4,2022Q1,1,7.078827374919716,8.134337083443672,1.0555097085239558
B,Ingenuo,referencia,2022Q1,2022Q2,1,11.429270185926388,7.078827374919716,-4.350442811006672
B,Deriva,referencia,2022Q1,2022Q2,1,11.429270185926388,7.110687456947009,-4.318582728979379
B,AR(1),Box-Jenkins,2022Q1,2022Q2,1,11.429270185926388,5.987884670747594,-5.441385515178794
B,"ARMA(2,2)",Box-Jenkins,2022Q1,2022Q2,1,11.429270185926388,3.305234096948619,-8.12403608897777
B,"ARIMA(1,1,1)",Box-Jenkins,2022Q1,2022Q2,1,11.429270185926388,5.987548618810201,-5.441721567116187
B,Ridge sobre rezagos,regularizado,2022Q1,2022Q2,1,11.429270185926388,-6.451371045003871,-17.88064123093026
B,Random Forest,aprendizaje,2022Q1,2022Q2,1,11.429270185926388,6.010928682609246,-5.418341503317142
B,LSTM(16),red neuronal,2022Q1,2022Q2,1,11.429270185926388,6.983985378755234,-4.445284807171154
B,Comb. RF/AR(1) suave,combinacion,2022Q1,2022Q2,1,11.429270185926388,5.987884670747594,-5.441385515178794
B,Comb. RF/AR(1) dura,combinacion,2022Q1,2022Q2,1,11.429270185926388,5.987884670747594,-5.441385515178794
B,Comb. RF/ingenuo suave,combinacion,2022Q1,2022Q2,1,11.429270185926388,7.078827374919716,-4.350442811006672
B,Comb. LSTM/AR(1) suave,combinacion,2022Q1,2022Q2,1,11.429270185926388,5.987884670747594,-5.441385515178794
B,Comb. RF/AR(1) umbral min,combinacion,2022Q1,2022Q2,1,11.429270185926388,5.987884670747594,-5.441385515178794
B,Ingenuo,referencia,2022Q2,2022Q3,1,6.172467035595552,11.429270185926388,5.2568031503308355
B,Deriva,referencia,2022Q2,2022Q3,1,6.172467035595552,11.527570002245671,5.355102966650119
B,AR(1),Box-Jenkins,2022Q2,2022Q3,1,6.172467035595552,9.151090732000673,2.978623696405121
B,"ARMA(2,2)",Box-Jenkins,2022Q2,2022Q3,1,6.172467035595552,7.462898251952994,1.2904312163574412
B,"ARIMA(1,1,1)",Box-Jenkins,2022Q2,2022Q3,1,6.172467035595552,9.150364202168548,2.977897166572996
B,Ridge sobre rezagos,regularizado,2022Q2,2022Q3,1,6.172467035595552,17.851337686505158,11.678870650909605
B,Random Forest,aprendizaje,2022Q2,2022Q3,1,6.172467035595552,8.102716328820422,1.93024929322487
B,LSTM(16),red neuronal,2022Q2,2022Q3,1,6.172467035595552,8.524567557412185,2.3521005218166327
B,Comb. RF/AR(1) suave,combinacion,2022Q2,2022Q3,1,6.172467035595552,9.151090732000673,2.978623696405121
B,Comb. RF/AR(1) dura,combinacion,2022Q2,2022Q3,1,6.172467035595552,9.151090732000673,2.978623696405121
B,Comb. RF/ingenuo suave,combinacion,2022Q2,2022Q3,1,6.172467035595552,11.429270185926388,5.2568031503308355
B,Comb. LSTM/AR(1) suave,combinacion,2022Q2,2022Q3,1,6.172467035595552,9.151090732000673,2.978623696405121
B,Comb. RF/AR(1) umbral min,combinacion,2022Q2,2022Q3,1,6.172467035595552,9.151090732000673,2.978623696405121
B,Ingenuo,referencia,2022Q3,2022Q4,1,1.4412877557891557,6.172467035595552,4.731179279806397
B,Deriva,referencia,2022Q3,2022Q4,1,1.4412877557891557,6.189628928177712,4.748341172388557
B,AR(1),Box-Jenkins,2022Q3,2022Q4,1,1.4412877557891557,5.406247489191321,3.964959733402165
B,"ARMA(2,2)",Box-Jenkins,2022Q3,2022Q4,1,1.4412877557891557,3.265956225213523,1.8246684694243673
B,"ARIMA(1,1,1)",Box-Jenkins,2022Q3,2022Q4,1,1.4412877557891557,5.4060277360668945,3.9647399802777388
B,Ridge sobre rezagos,regularizado,2022Q3,2022Q4,1,1.4412877557891557,8.749091448633694,7.307803692844538
B,Random Forest,aprendizaje,2022Q3,2022Q4,1,1.4412877557891557,5.858781545288413,4.417493789499257
B,LSTM(16),red neuronal,2022Q3,2022Q4,1,1.4412877557891557,6.008771243655108,4.567483487865952
B,Comb. RF/AR(1) suave,combinacion,2022Q3,2022Q4,1,1.4412877557891557,5.406247489191321,3.964959733402165
B,Comb. RF/AR(1) dura,combinacion,2022Q3,2022Q4,1,1.4412877557891557,5.406247489191321,3.964959733402165
B,Comb. RF/ingenuo suave,combinacion,2022Q3,2022Q4,1,1.4412877557891557,6.172467035595552,4.731179279806397
B,Comb. LSTM/AR(1) suave,combinacion,2022Q3,2022Q4,1,1.4412877557891557,5.406247489191321,3.964959733402165
B,Comb. RF/AR(1) umbral min,combinacion,2022Q3,2022Q4,1,1.4412877557891557,5.406247489191321,3.964959733402165
B,Ingenuo,referencia,2022Q4,2023Q1,1,2.6576699946787574,1.4412877557891557,-1.2163822388896017
B,Deriva,referencia,2022Q4,2023Q1,1,2.6576699946787574,1.387578884604322,-1.2700911100744354
B,AR(1),Box-Jenkins,2022Q4,2023Q1,1,2.6576699946787574,2.1614736883109273,-0.4961963063678301
B,"ARMA(2,2)",Box-Jenkins,2022Q4,2023Q1,1,2.6576699946787574,-0.2849227658519282,-2.942592760530686
B,"ARIMA(1,1,1)",Box-Jenkins,2022Q4,2023Q1,1,2.6576699946787574,2.1616815137569723,-0.49598848092178516
B,Ridge sobre rezagos,regularizado,2022Q4,2023Q1,1,2.6576699946787574,3.526828672695423,0.8691586780166656
B,Random Forest,aprendizaje,2022Q4,2023Q1,1,2.6576699946787574,1.9635444882537205,-0.6941255064250369
B,LSTM(16),red neuronal,2022Q4,2023Q1,1,2.6576699946787574,-0.07021470620433323,-2.7278847008830907
B,Comb. RF/AR(1) suave,combinacion,2022Q4,2023Q1,1,2.6576699946787574,2.1614736883109273,-0.4961963063678301
B,Comb. RF/AR(1) dura,combinacion,2022Q4,2023Q1,1,2.6576699946787574,2.1614736883109273,-0.4961963063678301
B,Comb. RF/ingenuo suave,combinacion,2022Q4,2023Q1,1,2.6576699946787574,1.4412877557891557,-1.2163822388896017
B,Comb. LSTM/AR(1) suave,combinacion,2022Q4,2023Q1,1,2.6576699946787574,2.1614736883109273,-0.4961963063678301
B,Comb. RF/AR(1) umbral min,combinacion,2022Q4,2023Q1,1,2.6576699946787574,2.1614736883109273,-0.4961963063678301
B,Ingenuo,referencia,2023Q1,2023Q2,1,0.6715475962001394,2.6576699946787574,1.986122398478618
B,Deriva,referencia,2023Q1,2023Q2,1,0.6715475962001394,2.622638933936195,1.9510913377360555
B,AR(1),Box-Jenkins,2023Q1,2023Q2,1,0.6715475962001394,2.9841414053525748,2.3125938091524354
B,"ARMA(2,2)",Box-Jenkins,2023Q1,2023Q2,1,0.6715475962001394,1.5567180853954559,0.8851704891953165
B,"ARIMA(1,1,1)",Box-Jenkins,2023Q1,2023Q2,1,0.6715475962001394,2.984239934069038,2.312692337868899
B,Ridge sobre rezagos,regularizado,2023Q1,2023Q2,1,0.6715475962001394,-4.120193418941269,-4.791741015141408
B,Random Forest,aprendizaje,2023Q1,2023Q2,1,0.6715475962001394,2.1939322972681383,1.522384701067999
B,LSTM(16),red neuronal,2023Q1,2023Q2,1,0.6715475962001394,1.2430424240789213,0.5714948278787819
B,Comb. RF/AR(1) suave,combinacion,2023Q1,2023Q2,1,0.6715475962001394,2.9841414053525748,2.3125938091524354
B,Comb. RF/AR(1) dura,combinacion,2023Q1,2023Q2,1,0.6715475962001394,2.9841414053525748,2.3125938091524354
B,Comb. RF/ingenuo suave,combinacion,2023Q1,2023Q2,1,0.6715475962001394,2.6576699946787574,1.986122398478618
B,Comb. LSTM/AR(1) suave,combinacion,2023Q1,2023Q2,1,0.6715475962001394,2.9841414053525748,2.3125938091524354
B,Comb. RF/AR(1) umbral min,combinacion,2023Q1,2023Q2,1,0.6715475962001394,2.9841414053525748,2.3125938091524354
B,Ingenuo,referencia,2023Q2,2023Q3,1,0.23668217586965135,0.6715475962001394,0.43486542033048803
B,Deriva,referencia,2023Q2,2023Q3,1,0.23668217586965135,0.6082398494034309,0.37155767353377955
B,AR(1),Box-Jenkins,2023Q2,2023Q3,1,0.23668217586965135,1.6166713197985272,1.3799891439288758
B,"ARMA(2,2)",Box-Jenkins,2023Q2,2023Q3,1,0.23668217586965135,0.7420453412417326,0.5053631653720813
B,"ARIMA(1,1,1)",Box-Jenkins,2023Q2,2023Q3,1,0.23668217586965135,1.6169427536369196,1.3802605777672683
B,Ridge sobre rezagos,regularizado,2023Q2,2023Q3,1,0.23668217586965135,-6.661502983762446e-05,-0.23674879089948897
B,Random Forest,aprendizaje,2023Q2,2023Q3,1,0.23668217586965135,1.5676600069041975,1.3309778310345461
B,LSTM(16),red neuronal,2023Q2,2023Q3,1,0.23668217586965135,0.49084000536885597,0.2541578294992046
B,Comb. RF/AR(1) suave,combinacion,2023Q2,2023Q3,1,0.23668217586965135,1.27089566739679,1.0342134915271386
B,Comb. RF/AR(1) dura,combinacion,2023Q2,2023Q3,1,0.23668217586965135,1.6166713197985272,1.3799891439288758
B,Comb. RF/ingenuo suave,combinacion,2023Q2,2023Q3,1,0.23668217586965135,1.2172950788507124,0.9806129029810611
B,Comb. LSTM/AR(1) suave,combinacion,2023Q2,2023Q3,1,0.23668217586965135,1.7101007731118807,1.4734185972422293
B,Comb. RF/AR(1) umbral min,combinacion,2023Q2,2023Q3,1,0.23668217586965135,1.6166713197985272,1.3799891439288758
B,Ingenuo,referencia,2023Q3,2023Q4,1,1.3452326334443043,0.23668217586965135,-1.108550457574653
B,Deriva,referencia,2023Q3,2023Q4,1,1.3452326334443043,0.16806646230817465,-1.1771661711361296
B,AR(1),Box-Jenkins,2023Q3,2023Q4,1,1.3452326334443043,1.294048363344229,-0.05118427010007531
B,"ARMA(2,2)",Box-Jenkins,2023Q3,2023Q4,1,1.3452326334443043,0.9232922245153673,-0.421940408928937
B,"ARIMA(1,1,1)",Box-Jenkins,2023Q3,2023Q4,1,1.3452326334443043,1.294350792567605,-0.050881840876699336
B,Ridge sobre rezagos,regularizado,2023Q3,2023Q4,1,1.3452326334443043,0.8289460969724716,-0.5162865364718328
B,Random Forest,aprendizaje,2023Q3,2023Q4,1,1.3452326334443043,0.6782946011033057,-0.6669380323409986
B,LSTM(16),red neuronal,2023Q3,2023Q4,1,1.3452326334443043,1.6919769027556464,0.34674426931134206
B,Comb. RF/AR(1) suave,combinacion,2023Q3,2023Q4,1,1.3452326334443043,0.49188262591220633,-0.853350007532098
B,Comb. RF/AR(1) dura,combinacion,2023Q3,2023Q4,1,1.3452326334443043,1.294048363344229,-0.05118427010007531
B,Comb. RF/ingenuo suave,combinacion,2023Q3,2023Q4,1,1.3452326334443043,0.4353733984730309,-0.9098592349712734
