modelo,familia,origen,objetivo,paso,real,pronostico,error
"ARMA(1,1)+COVID",Box-Jenkins,2015,2016,1,2.08738250162794,3.6256500000624703,1.5382674984345304
"SARIMAX(1,0,0)+macro",con exogenas,2015,2016,1,2.08738250162794,3.249736748008726,1.162354246380786
"SARIMAX(1,0,1)+macro+COVID",con exogenas,2015,2016,1,2.08738250162794,3.1286381291007763,1.0412556274728364
VAR(2),con exogenas,2015,2016,1,2.08738250162794,2.6689793038832477,0.5815968022553077
Ridge,regularizado,2015,2016,1,2.08738250162794,3.086214802218044,0.9988323005901041
Lasso,regularizado,2015,2016,1,2.08738250162794,3.7851773659585186,1.6977948643305787
ElasticNet,regularizado,2015,2016,1,2.08738250162794,3.770744885642578,1.6833623840146381
Factores PCA + AR,regularizado,2015,2016,1,2.08738250162794,3.872336708772778,1.784954207144838
Random Forest,aprendizaje,2015,2016,1,2.08738250162794,3.4271643323866403,1.3397818307587004
Gradient Boosting,aprendizaje,2015,2016,1,2.08738250162794,3.1986932445927287,1.1113107429647888
MLP,aprendizaje,2015,2016,1,2.08738250162794,6.719924430963361,4.632541929335421
LSTM,red neuronal,2015,2016,1,2.08738250162794,4.252095600002922,2.164713098374982
CNN 1D,red neuronal,2015,2016,1,2.08738250162794,4.117685578554208,2.030303076926268
Ingenuo,referencia,2016,2017,1,1.35936086788746,2.08738250162794,0.7280216337404799
Media historica,referencia,2016,2017,1,1.35936086788746,4.178975297175255,2.819614429287795
Media 5 anios,referencia,2016,2017,1,1.35936086788746,3.7177886330261516,2.358427765138692
Deriva,referencia,2016,2017,1,1.35936086788746,2.0328036928504285,0.6734428249629685
AR(1),Box-Jenkins,2016,2017,1,1.35936086788746,3.1827641725293865,1.8234033046419265
AR(2),Box-Jenkins,2016,2017,1,1.35936086788746,3.1623809913176997,1.8030201234302397
MA(1),Box-Jenkins,2016,2017,1,1.35936086788746,3.5037452843757233,2.144384416488263
MA(2),Box-Jenkins,2016,2017,1,1.35936086788746,3.2560415389494697,1.8966806710620097
"ARMA(1,1)",Box-Jenkins,2016,2017,1,1.35936086788746,3.168617674963384,1.809256807075924
"ARMA(2,1)",Box-Jenkins,2016,2017,1,1.35936086788746,2.9626465149536854,1.6032856470662253
"ARIMA(1,1,1)",Box-Jenkins,2016,2017,1,1.35936086788746,3.1019200058141077,1.7425591379266476
"ARIMA(2,1,0)",Box-Jenkins,2016,2017,1,1.35936086788746,2.5785686412936206,1.2192077734061606
AR(1)+COVID,Box-Jenkins,2016,2017,1,1.35936086788746,3.1827641725293865,1.8234033046419265
"ARMA(1,1)+COVID",Box-Jenkins,2016,2017,1,1.35936086788746,3.168617674963384,1.809256807075924
"SARIMAX(1,0,0)+macro",con exogenas,2016,2017,1,1.35936086788746,5.9605229149372745,4.601162047049814
"SARIMAX(1,0,1)+macro+COVID",con exogenas,2016,2017,1,1.35936086788746,5.852251820102658,4.492890952215197
VAR(2),con exogenas,2016,2017,1,1.35936086788746,-1.8901665801556362,-3.2495274480430965
Ridge,regularizado,2016,2017,1,1.35936086788746,1.7127610891029414,0.3534002212154814
Lasso,regularizado,2016,2017,1,1.35936086788746,3.625030518554446,2.265669650666986
ElasticNet,regularizado,2016,2017,1,1.35936086788746,2.7549681945828675,1.3956073266954074
Factores PCA + AR,regularizado,2016,2017,1,1.35936086788746,0.3904653308618764,-0.9688955370255836
Random Forest,aprendizaje,2016,2017,1,1.35936086788746,2.3559114087011452,0.9965505408136852
Gradient Boosting,aprendizaje,2016,2017,1,1.35936086788746,0.297654007076691,-1.061706860810769
MLP,aprendizaje,2016,2017,1,1.35936086788746,-16.274754178940444,-17.634115046827905
LSTM,red neuronal,2016,2017,1,1.35936086788746,3.9905360985529863,2.6311752306655265
CNN 1D,red neuronal,2016,2017,1,1.35936086788746,4.051453149510933,2.6920922816234727
Ingenuo,referencia,2017,2018,1,2.56432428277704,1.35936086788746,-1.20496341488958
Media historica,referencia,2017,2018,1,2.56432428277704,4.129508377363189,1.565184094586149
Media 5 anios,referencia,2017,2018,1,2.56432428277704,3.2071336531714136,0.6428093703943736
Deriva,referencia,2017,2018,1,2.56432428277704,1.292756294378467,-1.271567988398573
AR(1),Box-Jenkins,2017,2018,1,2.56432428277704,2.7710950233766223,0.20677074059958223
AR(2),Box-Jenkins,2017,2018,1,2.56432428277704,2.732640727962838,0.1683164451857979
MA(1),Box-Jenkins,2017,2018,1,2.56432428277704,3.2478678575273037,0.6835435747502636
MA(2),Box-Jenkins,2017,2018,1,2.56432428277704,2.9944397347431684,0.4301154519661283
"ARMA(1,1)",Box-Jenkins,2017,2018,1,2.56432428277704,2.7487723069921453,0.1844480242151052
"ARMA(2,1)",Box-Jenkins,2017,2018,1,2.56432428277704,2.6315681781194344,0.06724389534239439
"ARIMA(1,1,1)",Box-Jenkins,2017,2018,1,2.56432428277704,2.657962161979177,0.09363787920213706
"ARIMA(2,1,0)",Box-Jenkins,2017,2018,1,2.56432428277704,1.7026462501138462,-0.8616780326631939
AR(1)+COVID,Box-Jenkins,2017,2018,1,2.56432428277704,2.7710950233766223,0.20677074059958223
"ARMA(1,1)+COVID",Box-Jenkins,2017,2018,1,2.56432428277704,2.7487723069921453,0.1844480242151052
"SARIMAX(1,0,0)+macro",con exogenas,2017,2018,1,2.56432428277704,2.336480185770304,-0.22784409700673613
"SARIMAX(1,0,1)+macro+COVID",con exogenas,2017,2018,1,2.56432428277704,2.2061422050482444,-0.3581820777287956
VAR(2),con exogenas,2017,2018,1,2.56432428277704,-7.034063846689328,-9.598388129466368
Ridge,regularizado,2017,2018,1,2.56432428277704,-0.6860798857903623,-3.2504041685674023
Lasso,regularizado,2017,2018,1,2.56432428277704,2.5359458513547275,-0.028378431422312556
ElasticNet,regularizado,2017,2018,1,2.56432428277704,0.3519982685054659,-2.212326014271574
Factores PCA + AR,regularizado,2017,2018,1,2.56432428277704,-3.1200879913440938,-5.684412274121134
Random Forest,aprendizaje,2017,2018,1,2.56432428277704,2.079855109712509,-0.48446917306453097
Gradient Boosting,aprendizaje,2017,2018,1,2.56432428277704,2.5124261549693303,-0.05189812780770975
MLP,aprendizaje,2017,2018,1,2.56432428277704,-11.494500899853241,-14.058825182630281
LSTM,red neuronal,2017,2018,1,2.56432428277704,3.46679440701872,0.9024701242416802
CNN 1D,red neuronal,2017,2018,1,2.56432428277704,4.008849611682003,1.4445253289049633
Ingenuo,referencia,2018,2019,1,3.18685539245533,2.56432428277704,-0.62253110967829
Media historica,referencia,2018,2019,1,3.18685539245533,4.10252244469791,0.91566705224258
Media 5 anios,referencia,2018,2019,1,3.18685539245533,2.6931998057354782,-0.49365558671985177
Deriva,referencia,2018,2019,1,3.18685539245533,2.520027919590829,-0.666827472864501
AR(1),Box-Jenkins,2018,2019,1,3.18685539245533,3.3370913932272903,0.1502360007719603
AR(2),Box-Jenkins,2018,2019,1,3.18685539245533,3.2470231750321226,0.06016778257679256
MA(1),Box-Jenkins,2018,2019,1,3.18685539245533,3.783564824142422,0.596709431687092
MA(2),Box-Jenkins,2018,2019,1,3.18685539245533,3.5431311541984547,0.3562757617431247
"ARMA(1,1)",Box-Jenkins,2018,2019,1,3.18685539245533,3.2887510919119247,0.10189569945659471
"ARMA(2,1)",Box-Jenkins,2018,2019,1,3.18685539245533,3.1867391550761264,-0.00011623737920363197
"ARIMA(1,1,1)",Box-Jenkins,2018,2019,1,3.18685539245533,3.198320049887971,0.011464657432640912
"ARIMA(2,1,0)",Box-Jenkins,2018,2019,1,3.18685539245533,2.257569440323412,-0.9292859521319179
AR(1)+COVID,Box-Jenkins,2018,2019,1,3.18685539245533,3.3370913932272903,0.1502360007719603
"ARMA(1,1)+COVID",Box-Jenkins,2018,2019,1,3.18685539245533,3.2887510919119247,0.10189569945659471
"SARIMAX(1,0,0)+macro",con exogenas,2018,2019,1,3.18685539245533,3.080052163834094,-0.10680322862123592
"SARIMAX(1,0,1)+macro+COVID",con exogenas,2018,2019,1,3.18685539245533,2.9690956923873477,-0.2177597000679823
VAR(2),con exogenas,2018,2019,1,3.18685539245533,2.5023033975550106,-0.6845519949003194
Ridge,regularizado,2018,2019,1,3.18685539245533,2.3167840728608797,-0.8700713195944503
Lasso,regularizado,2018,2019,1,3.18685539245533,3.542206062688684,0.3553506702333542
ElasticNet,regularizado,2018,2019,1,3.18685539245533,3.3482715567774424,0.16141616432211237
Factores PCA + AR,regularizado,2018,2019,1,3.18685539245533,0.7047473622737854,-2.4821080301815446
Random Forest,aprendizaje,2018,2019,1,3.18685539245533,2.3873745488574802,-0.7994808435978498
Gradient Boosting,aprendizaje,2018,2019,1,3.18685539245533,2.7735869085408225,-0.41326848391450755
MLP,aprendizaje,2018,2019,1,3.18685539245533,3.9285488709193706,0.7416934784640405
